slug,state,region,statsSource,medianHousePrice,statsUpdatedAt
nudgee-beach-qld-4014,QLD,Brisbane,sales-qld,462000,Wed Jul 01 2026 12:03:36 GMT+1000 (Australian Eastern Standard Time)
riverbend-qld-4280,QLD,Logan,sales-qld,487000,Wed Jul 01 2026 12:03:36 GMT+1000 (Australian Eastern Standard Time)
sugarloaf-nsw-2420,NSW,Dungog,rental-nsw,1745000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
brookfield-nsw-2420,NSW,Dungog,rental-nsw,855000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
chichester-nsw-2420,NSW,Dungog,rental-nsw,1730000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
main-creek-nsw-2420,NSW,Dungog,rental-nsw,460000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
eagle-bay-wa-6281,WA,Busselton,sales-wa,826000,Thu May 07 2026 00:33:51 GMT+1000 (Australian Eastern Standard Time)
roadvale-qld-4310,QLD,Scenic Rim,sales-qld,382000,Wed Jul 01 2026 12:03:36 GMT+1000 (Australian Eastern Standard Time)
marshdale-nsw-2420,NSW,Dungog,rental-nsw,1350000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
munni-nsw-2420,NSW,Dungog,rental-nsw,940000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
maragle-nsw-2653,NSW,Snowy Valleys,rental-nsw,350000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
myrtle-mountain-nsw-2550,NSW,Snowy Monaro,rental-nsw,789500,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
anabranch-north-nsw-2648,NSW,Lower Murray,rental-nsw,200000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
gilles-downs-sa-5611,SA,Kimba,rental-sa,91000,Wed Jul 01 2026 12:02:17 GMT+1000 (Australian Eastern Standard Time)
pechey-qld-4352,QLD,Goondiwindi,sales-qld,288000,Wed Jul 01 2026 12:03:36 GMT+1000 (Australian Eastern Standard Time)
godwin-beach-qld-4511,QLD,Moreton Bay,sales-qld,334000,Wed Jul 01 2026 12:03:36 GMT+1000 (Australian Eastern Standard Time)
bullocks-flat-nsw-2627,NSW,Snowy Valleys,rental-nsw,396000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
gilletts-ridge-nsw-2462,NSW,Clarence Valley,rental-nsw,264000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
four-corners-nsw-2716,NSW,Edward River,rental-nsw,185000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
gala-vale-nsw-2716,NSW,Edward River,rental-nsw,185000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
little-plain-nsw-2360,NSW,Gwydir,rental-nsw,277000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
yarragrin-nsw-2842,NSW,Gilgandra,rental-nsw,162000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
solus-wa-6207,WA,Murray,abs-census-2021,483000,Thu May 07 2026 00:33:51 GMT+1000 (Australian Eastern Standard Time)
naturaliste-wa-6281,WA,Busselton,sales-wa,1321000,Thu May 07 2026 00:33:51 GMT+1000 (Australian Eastern Standard Time)
calliope-nsw-2462,NSW,Clarence Valley,rental-nsw,264000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
glenworth-valley-nsw-2250,NSW,Hawkesbury,rental-nsw,440000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
bungabbee-nsw-2480,NSW,Ballina,rental-nsw,334000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
ootha-nsw-2875,NSW,Forbes,rental-nsw,172000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
indee-wa-6721,WA,Karratha,abs-census-2021,399000,Thu May 07 2026 00:33:51 GMT+1000 (Australian Eastern Standard Time)
lake-leake-tas-7210,TAS,Glamorgan-Spring Bay,abs-census-2021,191000,Wed Apr 15 2026 17:18:46 GMT+1000 (Australian Eastern Standard Time)
moore-qld-4306,QLD,Scenic Rim,sales-qld,221000,Wed Jul 01 2026 12:03:36 GMT+1000 (Australian Eastern Standard Time)
peel-island-qld-4184,QLD,Redland,abs-census-2021,199000,Wed Jul 01 2026 12:03:36 GMT+1000 (Australian Eastern Standard Time)
taradale-nsw-2653,NSW,Snowy Valleys,rental-nsw,252000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
grabben-gullen-nsw-2583,NSW,Hilltops,rental-nsw,800000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
goorianawa-nsw-2396,NSW,Warrumbungle,rental-nsw,148000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
wiagdon-nsw-2795,NSW,Cabonne,rental-nsw,381000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
dalgety-nsw-2628,NSW,Snowy Monaro,rental-nsw,400000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
avonside-nsw-2628,NSW,Snowy Monaro,rental-nsw,1150000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
triangle-flat-nsw-2795,NSW,Cabonne,rental-nsw,381000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
dardadine-wa-6392,WA,Williams,sales-wa,110000,Thu May 07 2026 00:33:51 GMT+1000 (Australian Eastern Standard Time)
avoca-tas-7213,TAS,Glamorgan-Spring Bay,abs-census-2021,143000,Wed Apr 15 2026 16:59:22 GMT+1000 (Australian Eastern Standard Time)
silverdale-qld-4307,QLD,Ipswich,abs-census-2021,334000,Wed Jul 01 2026 12:03:36 GMT+1000 (Australian Eastern Standard Time)
rocky-point-vic-3377,VIC,Northern Grampians,rental-vic,238000,Sun May 03 2026 16:36:43 GMT+1000 (Australian Eastern Standard Time)
mannus-nsw-2653,NSW,Snowy Valleys,rental-nsw,252000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
lake-hiawatha-nsw-2462,NSW,Clarence Valley,rental-nsw,264000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
somerville-wa-6430,WA,Kalgoorlie-Boulder,sales-wa,467000,Thu May 07 2026 00:33:51 GMT+1000 (Australian Eastern Standard Time)
east-pingelly-wa-6308,WA,Wandering,sales-wa,429000,Thu May 07 2026 00:33:51 GMT+1000 (Australian Eastern Standard Time)
storys-creek-tas-7213,TAS,Glamorgan-Spring Bay,abs-census-2021,143000,Wed Apr 15 2026 17:36:36 GMT+1000 (Australian Eastern Standard Time)
courabyra-nsw-2653,NSW,Snowy Valleys,rental-nsw,970000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
wermatong-nsw-2720,NSW,Snowy Valleys,rental-nsw,305000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
skinners-shoot-nsw-2481,NSW,Ballina,rental-nsw,6775000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
jacobs-river-nsw-2627,NSW,Snowy Valleys,rental-nsw,396000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
flagstone-qld-4280,QLD,Logan,rental-qld,401000,Wed Jul 01 2026 12:03:36 GMT+1000 (Australian Eastern Standard Time)
boonenne-qld-4610,QLD,South Burnett,abs-census-2021,264000,Wed Jul 01 2026 12:03:36 GMT+1000 (Australian Eastern Standard Time)
corndale-qld-4610,QLD,South Burnett,abs-census-2021,264000,Wed Jul 01 2026 12:03:36 GMT+1000 (Australian Eastern Standard Time)
little-river-nsw-2720,NSW,Snowy Valleys,rental-nsw,305000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
tumut-plains-nsw-2720,NSW,Snowy Valleys,rental-nsw,305000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
gilmore-nsw-2720,NSW,Snowy Valleys,rental-nsw,305000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
laffing-waters-nsw-2795,NSW,Cabonne,rental-nsw,381000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
eucumbene-nsw-2628,NSW,Snowy Monaro,rental-nsw,768000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
kookynie-wa-6431,WA,Kalgoorlie-Boulder,abs-census-2021,217000,Thu May 07 2026 00:33:51 GMT+1000 (Australian Eastern Standard Time)
japoonvale-qld-4856,QLD,Cassowary Coast,sales-qld,227000,Wed Jul 01 2026 12:03:36 GMT+1000 (Australian Eastern Standard Time)
jaggan-qld-4885,QLD,Tablelands,sales-qld,286000,Wed Jul 01 2026 12:03:36 GMT+1000 (Australian Eastern Standard Time)
brixton-qld-4730,QLD,Barcoo,abs-census-2021,261000,Wed Jul 01 2026 12:03:36 GMT+1000 (Australian Eastern Standard Time)
nabiac-nsw-2312,NSW,Mid-Coast,rental-nsw,625000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
argalong-nsw-2720,NSW,Snowy Valleys,rental-nsw,305000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
abercrombie-river-nsw-2795,NSW,Cabonne,rental-nsw,381000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
capeen-creek-nsw-2469,NSW,Richmond Valley,rental-nsw,234000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
ballyroe-nsw-2795,NSW,Cabonne,rental-nsw,381000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
kurrenkutten-wa-6375,WA,Corrigin,sales-wa,327000,Thu May 07 2026 00:33:51 GMT+1000 (Australian Eastern Standard Time)
lamb-range-qld-4870,QLD,Cairns,abs-census-2021,352000,Wed Jul 01 2026 12:03:36 GMT+1000 (Australian Eastern Standard Time)
richmond-qld-4822,QLD,Etheridge,abs-census-2021,176000,Wed Jul 01 2026 12:03:36 GMT+1000 (Australian Eastern Standard Time)
kindervale-nsw-2622,NSW,Eurobodalla,rental-nsw,381000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
wimbledon-nsw-2795,NSW,Cabonne,rental-nsw,381000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
forest-grove-nsw-2795,NSW,Cabonne,rental-nsw,1121000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
tunglebung-nsw-2469,NSW,Richmond Valley,rental-nsw,234000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
kippara-nsw-2441,NSW,Nambucca Valley,rental-nsw,330000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
marlo-merrican-nsw-2441,NSW,Nambucca Valley,rental-nsw,330000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
upper-rollands-plains-nsw-2441,NSW,Nambucca Valley,rental-nsw,330000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
yarrawonga-park-nsw-2264,NSW,Lake Macquarie,rental-nsw,735000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
yarrahapinni-nsw-2441,NSW,Nambucca Valley,rental-nsw,330000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
tyagarah-nsw-2481,NSW,Ballina,rental-nsw,1200000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
brodies-plains-nsw-2360,NSW,Gwydir,rental-nsw,277000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
stokes-qld-4823,QLD,Burke,abs-census-2021,121000,Wed Jul 01 2026 12:03:36 GMT+1000 (Australian Eastern Standard Time)
dungeree-nsw-2849,NSW,Singleton,rental-nsw,307000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
kosciuszko-nsw-2627,NSW,Snowy Valleys,rental-nsw,396000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
wirraba-nsw-2849,NSW,Singleton,rental-nsw,307000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
higher-macdonald-nsw-2775,NSW,The Hills,rental-nsw,370000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
nimbin-nsw-2480,NSW,Ballina,rental-nsw,710000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
padstow-heights-nsw-2211,NSW,Canterbury-Bankstown,rental-nsw,1555000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
moore-qld-4314,QLD,Toowoomba,sales-qld,221000,Wed Jul 01 2026 12:03:36 GMT+1000 (Australian Eastern Standard Time)
cardwell-qld-4849,QLD,Cassowary Coast,sales-qld,281000,Wed Jul 01 2026 12:03:36 GMT+1000 (Australian Eastern Standard Time)
great-western-vic-3377,VIC,Northern Grampians,rental-vic,238000,Sun May 03 2026 16:36:43 GMT+1000 (Australian Eastern Standard Time)
pilot-wilderness-nsw-2627,NSW,Snowy Valleys,rental-nsw,396000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
merewether-heights-nsw-2291,NSW,Newcastle,rental-nsw,1720000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
maianbar-nsw-2230,NSW,Sutherland,rental-nsw,1105000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
tomago-nsw-2322,NSW,Cessnock,rental-nsw,2065000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
lower-duck-creek-nsw-2469,NSW,Richmond Valley,rental-nsw,234000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
stoters-hill-qld-4860,QLD,Tablelands,sales-qld,322000,Wed Jul 01 2026 12:03:36 GMT+1000 (Australian Eastern Standard Time)
ladysmith-nsw-2652,NSW,Griffith,rental-nsw,579000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
jerilderie-nsw-2716,NSW,Edward River,rental-nsw,260000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
damper-creek-qld-4849,QLD,Cassowary Coast,sales-qld,330000,Wed Jul 01 2026 12:03:36 GMT+1000 (Australian Eastern Standard Time)
paynes-find-wa-6612,WA,Yalgoo,abs-census-2021,241000,Thu May 07 2026 00:33:51 GMT+1000 (Australian Eastern Standard Time)
sawpit-creek-nsw-2627,NSW,Snowy Valleys,rental-nsw,396000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
minjary-nsw-2720,NSW,Snowy Valleys,rental-nsw,400000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
saratoga-nsw-2251,NSW,Central Coast,rental-nsw,1350000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
hay-south-nsw-2711,NSW,Murray River,rental-nsw,187500,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
matcham-nsw-2250,NSW,Hawkesbury,rental-nsw,2375000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
tintenbar-nsw-2478,NSW,Ballina,rental-nsw,2040000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
springside-nsw-2800,NSW,Dubbo,rental-nsw,3800000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
cooks-hill-nsw-2300,NSW,Newcastle,rental-nsw,1095000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
lorn-nsw-2320,NSW,Dungog,rental-nsw,915000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
badgin-wa-6302,WA,Beverley,sales-wa,1717000,Thu May 07 2026 00:33:51 GMT+1000 (Australian Eastern Standard Time)
nambour-bc-qld-4560,QLD,Sunshine Coast,abs-census-2021,381000,Wed Jul 01 2026 12:03:36 GMT+1000 (Australian Eastern Standard Time)
wateranga-qld-4621,QLD,Fraser Coast,abs-census-2021,214000,Wed Jul 01 2026 12:03:36 GMT+1000 (Australian Eastern Standard Time)
bombowlee-nsw-2720,NSW,Snowy Valleys,rental-nsw,1140000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
long-point-nsw-2330,NSW,Hawkesbury,rental-nsw,400000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
bowmans-creek-nsw-2330,NSW,Hawkesbury,rental-nsw,400000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
wheeo-nsw-2583,NSW,Hilltops,rental-nsw,286000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
lost-river-nsw-2583,NSW,Hilltops,rental-nsw,1535000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
brooklana-nsw-2450,NSW,Clarence Valley,rental-nsw,381000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
glenreagh-nsw-2450,NSW,Clarence Valley,rental-nsw,800000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
wilson-wa-6107,WA,Kalamunda,sales-wa,406000,Thu May 07 2026 00:33:51 GMT+1000 (Australian Eastern Standard Time)
fork-lagoons-qld-4723,QLD,Central Highlands,abs-census-2021,334000,Wed Jul 01 2026 12:03:36 GMT+1000 (Australian Eastern Standard Time)
gocup-nsw-2720,NSW,Snowy Valleys,rental-nsw,3100000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
kosciuszko-national-park-nsw-2627,NSW,Snowy Valleys,rental-nsw,396000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
bay-of-shoals-sa-5223,SA,Kangaroo Island,rental-sa,238000,Wed Jul 01 2026 12:02:17 GMT+1000 (Australian Eastern Standard Time)
picton-east-wa-6229,WA,Bunbury,sales-wa,426000,Thu May 07 2026 00:33:51 GMT+1000 (Australian Eastern Standard Time)
forest-glen-qld-4556,QLD,Sunshine Coast,abs-census-2021,440000,Wed Jul 01 2026 12:03:36 GMT+1000 (Australian Eastern Standard Time)
burra-creek-nsw-2722,NSW,Snowy Valleys,rental-nsw,267000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
bingara-nsw-2404,NSW,Moree Plains,rental-nsw,397500,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
dorset-vale-sa-5157,SA,Adelaide Hills,rental-sa,429000,Wed Jul 01 2026 12:02:17 GMT+1000 (Australian Eastern Standard Time)
midgeree-bar-qld-4852,QLD,Cassowary Coast,sales-qld,348000,Wed Jul 01 2026 12:03:36 GMT+1000 (Australian Eastern Standard Time)
currumbin-valley-qld-4223,QLD,Gold Coast,sales-qld,550000,Wed Jul 01 2026 12:03:36 GMT+1000 (Australian Eastern Standard Time)
bundella-nsw-2343,NSW,Gunnedah,rental-nsw,250000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
caroona-nsw-2343,NSW,Gunnedah,rental-nsw,250000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
nana-glen-nsw-2450,NSW,Clarence Valley,rental-nsw,905000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
moonee-beach-nsw-2450,NSW,Clarence Valley,rental-nsw,955000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
north-boambee-valley-nsw-2450,NSW,Clarence Valley,rental-nsw,919000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
broughton-nsw-2535,NSW,Kiama,rental-nsw,477000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
boambee-nsw-2450,NSW,Clarence Valley,rental-nsw,1400000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
woleebee-qld-4419,QLD,Banana,abs-census-2021,110000,Wed Jul 01 2026 12:03:36 GMT+1000 (Australian Eastern Standard Time)
hull-heads-qld-4854,QLD,Cassowary Coast,sales-qld,382000,Wed Jul 01 2026 12:03:36 GMT+1000 (Australian Eastern Standard Time)
corbie-hill-nsw-2705,NSW,Narrandera,rental-nsw,286000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
east-killara-nsw-2071,NSW,Ku-ring-gai,rental-nsw,3900000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
gogeldrie-nsw-2705,NSW,Narrandera,rental-nsw,286000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
merungle-hill-nsw-2705,NSW,Narrandera,rental-nsw,700000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
wilyabrup-wa-6280,WA,Capel,sales-wa,334000,Thu May 07 2026 00:33:51 GMT+1000 (Australian Eastern Standard Time)
east-lyons-river-wa-6705,WA,Ashburton,abs-census-2021,182000,Thu May 07 2026 00:33:51 GMT+1000 (Australian Eastern Standard Time)
surfers-paradise-qld-4217,QLD,Gold Coast,rental-qld,354000,Wed Jul 01 2026 12:03:36 GMT+1000 (Australian Eastern Standard Time)
tamborine-qld-4270,QLD,Logan,sales-qld,477000,Wed Jul 01 2026 12:03:36 GMT+1000 (Australian Eastern Standard Time)
gragin-nsw-2403,NSW,Gwydir,rental-nsw,222000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
bonville-nsw-2450,NSW,Clarence Valley,rental-nsw,1000000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
wollongbar-nsw-2477,NSW,Lismore,rental-nsw,790000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
rous-nsw-2477,NSW,Lismore,rental-nsw,1222500,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
orient-point-nsw-2540,NSW,Unincorp. Other Territories,rental-nsw,800000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
tuckombil-nsw-2477,NSW,Lismore,rental-nsw,1730000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
gascoyne-junction-wa-6705,WA,Ashburton,sales-wa,238000,Thu May 07 2026 00:33:51 GMT+1000 (Australian Eastern Standard Time)
donnybrook-wa-6239,WA,Donnybrook-Balingup,sales-wa,327000,Thu May 07 2026 00:33:51 GMT+1000 (Australian Eastern Standard Time)
stanbridge-nsw-2705,NSW,Narrandera,rental-nsw,250000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
new-valley-nsw-2365,NSW,Clarence Valley,rental-nsw,262000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
pearces-creek-nsw-2477,NSW,Lismore,rental-nsw,1600000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
east-wardell-nsw-2477,NSW,Lismore,rental-nsw,785000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
uralba-nsw-2477,NSW,Lismore,rental-nsw,1700000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
lynwood-nsw-2477,NSW,Lismore,rental-nsw,2130500,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
arundel-bc-qld-4214,QLD,Gold Coast,abs-census-2021,429000,Wed Jul 01 2026 12:03:36 GMT+1000 (Australian Eastern Standard Time)
mount-mackay-qld-4854,QLD,Cassowary Coast,abs-census-2021,286000,Wed Jul 01 2026 12:03:36 GMT+1000 (Australian Eastern Standard Time)
cardiff-south-nsw-2285,NSW,Newcastle,rental-nsw,885000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
alstonvale-nsw-2477,NSW,Lismore,rental-nsw,1555000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
meerschaum-vale-nsw-2477,NSW,Lismore,rental-nsw,1100000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
cardiff-heights-nsw-2285,NSW,Newcastle,rental-nsw,850000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
edgeworth-nsw-2285,NSW,Newcastle,rental-nsw,756000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
black-range-nsw-2550,NSW,Snowy Monaro,rental-nsw,985000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
glendale-nsw-2285,NSW,Newcastle,rental-nsw,810000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
macquarie-hills-nsw-2285,NSW,Newcastle,rental-nsw,903750,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
binna-burra-qld-4211,QLD,Scenic Rim,abs-census-2021,420000,Wed Jul 01 2026 12:03:36 GMT+1000 (Australian Eastern Standard Time)
brushy-creek-nsw-2365,NSW,Clarence Valley,rental-nsw,262000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
bassendean-nsw-2365,NSW,Clarence Valley,rental-nsw,262000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
bald-blair-nsw-2365,NSW,Clarence Valley,rental-nsw,262000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
maybole-nsw-2365,NSW,Clarence Valley,rental-nsw,262000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
wantiool-nsw-2663,NSW,Junee,rental-nsw,275000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
hervey-range-qld-4817,QLD,Charters Towers,sales-qld,352000,Wed Jul 01 2026 12:03:36 GMT+1000 (Australian Eastern Standard Time)
yarrawonga-qld-4810,QLD,Townsville,abs-census-2021,352000,Wed Jul 01 2026 12:03:36 GMT+1000 (Australian Eastern Standard Time)
victoria-plantation-qld-4850,QLD,Charters Towers - Ayr - Ingham,sales-qld,389000,Wed Jul 01 2026 12:03:36 GMT+1000 (Australian Eastern Standard Time)
landervale-nsw-2663,NSW,Junee,rental-nsw,275000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
eurongilly-nsw-2663,NSW,Junee,rental-nsw,275000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
lambton-nsw-2299,NSW,Newcastle,rental-nsw,1072500,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
bungonia-nsw-2580,NSW,Wingecarribee,rental-nsw,850000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
north-lambton-nsw-2299,NSW,Newcastle,rental-nsw,895000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
croydon-qld-4871,QLD,Carpentaria,abs-census-2021,286000,Wed Jul 01 2026 12:03:36 GMT+1000 (Australian Eastern Standard Time)
