slug,state,region,statsSource,medianHousePrice,statsUpdatedAt
frankland-river-wa-6396,WA,Cranbrook,sales-wa,283000,Thu May 07 2026 00:33:51 GMT+1000 (Australian Eastern Standard Time)
taroona-tas-7053,TAS,Kingborough,abs-census-2021,393000,Wed Apr 15 2026 17:37:41 GMT+1000 (Australian Eastern Standard Time)
bonnet-hill-tas-7053,TAS,Kingborough,abs-census-2021,393000,Wed Apr 15 2026 17:02:06 GMT+1000 (Australian Eastern Standard Time)
belton-sa-5432,SA,Mount Remarkable,rental-sa,172000,Wed Jul 01 2026 12:02:17 GMT+1000 (Australian Eastern Standard Time)
lort-river-wa-6447,WA,Esperance,sales-wa,239000,Thu May 07 2026 00:33:51 GMT+1000 (Australian Eastern Standard Time)
yoting-wa-6383,WA,Quairading,abs-census-2021,171000,Thu May 07 2026 00:33:51 GMT+1000 (Australian Eastern Standard Time)
sandy-ridges-qld-4615,QLD,Gympie,sales-qld,303000,Wed Jul 01 2026 12:03:36 GMT+1000 (Australian Eastern Standard Time)
north-burngup-wa-6353,WA,Dumbleyung,abs-census-2021,238000,Thu May 07 2026 00:33:51 GMT+1000 (Australian Eastern Standard Time)
westella-nsw-2831,NSW,Brewarrina,rental-nsw,286000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
kearns-nsw-2558,NSW,Campbelltown,rental-nsw,970000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
yoganup-wa-6275,WA,Augusta Margaret River,sales-wa,96000,Thu May 07 2026 00:33:51 GMT+1000 (Australian Eastern Standard Time)
hyden-wa-6359,WA,Kulin,sales-wa,228000,Thu May 07 2026 00:33:51 GMT+1000 (Australian Eastern Standard Time)
buckingham-qld-4825,QLD,Carpentaria,abs-census-2021,338000,Wed Jul 01 2026 12:03:36 GMT+1000 (Australian Eastern Standard Time)
fisher-qld-4825,QLD,Carpentaria,abs-census-2021,338000,Wed Jul 01 2026 12:03:36 GMT+1000 (Australian Eastern Standard Time)
lower-macdonald-nsw-2775,NSW,The Hills,rental-nsw,599000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
mount-sheridan-wa-6355,WA,Kulin,abs-census-2021,83000,Thu May 07 2026 00:33:51 GMT+1000 (Australian Eastern Standard Time)
piesseville-wa-6315,WA,Wickepin,sales-wa,110000,Thu May 07 2026 00:33:51 GMT+1000 (Australian Eastern Standard Time)
melrose-park-nsw-2114,NSW,Parramatta,rental-nsw,820000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
ranga-tas-7255,TAS,Flinders,abs-census-2021,191000,Wed Apr 15 2026 17:33:03 GMT+1000 (Australian Eastern Standard Time)
margate-tas-7054,TAS,Derwent Valley,abs-census-2021,372000,Wed Apr 15 2026 17:20:58 GMT+1000 (Australian Eastern Standard Time)
drummoyne-nsw-2047,NSW,Canada Bay,rental-nsw,1538000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
minto-dc-nsw-2566,NSW,Camden,rental-nsw,440000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
prospect-nsw-2148,NSW,Cumberland,rental-nsw,999044,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
minchinbury-nsw-2770,NSW,Blacktown,rental-nsw,1100000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
the-lakes-wa-6556,WA,York,sales-wa,308000,Thu May 07 2026 00:33:51 GMT+1000 (Australian Eastern Standard Time)
haberfield-nsw-2045,NSW,Canada Bay,rental-nsw,2650000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
lane-cove-north-nsw-2066,NSW,Willoughby,rental-nsw,980000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
eveleigh-nsw-2015,NSW,Sydney,rental-nsw,1075000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
lane-cove-west-nsw-2066,NSW,Willoughby,rental-nsw,2350000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
north-sydney-nsw-2060,NSW,North Sydney,rental-nsw,1290000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
lochiel-nsw-2549,NSW,Bega Valley,rental-nsw,967500,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
cheltenham-nsw-2119,NSW,Parramatta,rental-nsw,2915000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
mumberkine-wa-6401,WA,Goomalling,sales-wa,418000,Thu May 07 2026 00:33:51 GMT+1000 (Australian Eastern Standard Time)
hayes-tas-7140,TAS,West Coast,abs-census-2021,262000,Wed Apr 15 2026 17:14:46 GMT+1000 (Australian Eastern Standard Time)
cullen-bay-nt-0820,NT,Unincorporated NT,abs-census-2021,448000,Wed May 06 2026 23:58:37 GMT+1000 (Australian Eastern Standard Time)
roseville-chase-nsw-2069,NSW,Northern Beaches,rental-nsw,3867750,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
point-piper-nsw-2027,NSW,Woollahra,rental-nsw,7720000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
castlecrag-nsw-2068,NSW,Willoughby,rental-nsw,4749000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
wahroonga-nsw-2076,NSW,Hornsby,rental-nsw,2360000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
south-hummocks-sa-5550,SA,Barunga West,rental-sa,191000,Wed Jul 01 2026 12:02:17 GMT+1000 (Australian Eastern Standard Time)
mullingar-wa-6430,WA,Kalgoorlie-Boulder,sales-wa,378000,Thu May 07 2026 00:33:51 GMT+1000 (Australian Eastern Standard Time)
mount-lloyd-tas-7140,TAS,West Coast,abs-census-2021,262000,Wed Apr 15 2026 17:27:32 GMT+1000 (Australian Eastern Standard Time)
bilgola-plateau-nsw-2107,NSW,Northern Beaches,rental-nsw,2656000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
narrabeen-peninsula-nsw-2101,NSW,Northern Beaches,rental-nsw,660000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
burwood-nsw-2134,NSW,Burwood,rental-nsw,1050000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
waterloo-wa-6228,WA,Dardanup,sales-wa,334000,Thu May 07 2026 00:33:51 GMT+1000 (Australian Eastern Standard Time)
holyoake-wa-6213,WA,Boddington,sales-wa,477000,Thu May 07 2026 00:33:51 GMT+1000 (Australian Eastern Standard Time)
preston-beach-wa-6215,WA,Murray,sales-wa,251000,Thu May 07 2026 00:33:51 GMT+1000 (Australian Eastern Standard Time)
monash-park-nsw-2111,NSW,Hunters Hill,rental-nsw,660000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
chatswood-nsw-2067,NSW,Ryde,rental-nsw,1380000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
frenchs-forest-nsw-2086,NSW,Northern Beaches,rental-nsw,2400000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
goonumbla-nsw-2870,NSW,Cabonne,rental-nsw,286000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
kurraba-point-nsw-2089,NSW,North Sydney,rental-nsw,1500000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
gladesville-nsw-2111,NSW,Hunters Hill,rental-nsw,1007500,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
barden-ridge-nsw-2234,NSW,Sutherland,rental-nsw,1650000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
dolls-point-nsw-2219,NSW,Georges River,rental-nsw,856500,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
annandale-nsw-2038,NSW,Sydney,rental-nsw,1905000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
erskineville-nsw-2043,NSW,Sydney,rental-nsw,1200000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
collinsvale-tas-7012,TAS,Derwent Valley,abs-census-2021,292000,Wed Apr 15 2026 17:06:40 GMT+1000 (Australian Eastern Standard Time)
castle-hill-nsw-2154,NSW,Hornsby,rental-nsw,1785000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
telopea-nsw-2117,NSW,Parramatta,rental-nsw,1090000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
wingala-nsw-2099,NSW,Northern Beaches,rental-nsw,594000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
east-hills-nsw-2213,NSW,Canterbury-Bankstown,rental-nsw,1489000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
bella-vista-nsw-2153,NSW,Parramatta,rental-nsw,2435000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
fitzroy-crossing-wa-6765,WA,Halls Creek,sales-wa,358000,Thu May 07 2026 00:33:51 GMT+1000 (Australian Eastern Standard Time)
gordon-nsw-2072,NSW,Ku-ring-gai,rental-nsw,1104000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
westleigh-nsw-2120,NSW,Hornsby,rental-nsw,1977500,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
freeburn-island-nsw-2464,NSW,Clarence Valley,rental-nsw,354000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
eucla-wa-6443,WA,Esperance,abs-census-2021,132000,Thu May 07 2026 00:33:51 GMT+1000 (Australian Eastern Standard Time)
fraser-range-wa-6443,WA,Esperance,abs-census-2021,132000,Thu May 07 2026 00:33:51 GMT+1000 (Australian Eastern Standard Time)
rosehill-nsw-2142,NSW,Parramatta,rental-nsw,530000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
petersham-nsw-2049,NSW,Inner West,rental-nsw,1329000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
blenheim-road-nsw-2113,NSW,Ryde,rental-nsw,572000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
the-rocks-nsw-2000,NSW,Sydney,rental-nsw,2325000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
hornsby-heights-nsw-2077,NSW,Hornsby,rental-nsw,1797500,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
liverpool-nsw-2170,NSW,Fairfield,rental-nsw,530000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
erina-heights-nsw-2260,NSW,Central Coast,rental-nsw,2800000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
airville-qld-4807,QLD,Burdekin,sales-qld,366000,Wed Jul 01 2026 12:03:36 GMT+1000 (Australian Eastern Standard Time)
rouse-hill-nsw-2155,NSW,Blacktown,rental-nsw,825000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
liverpool-south-nsw-2170,NSW,Fairfield,rental-nsw,476000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
hammondville-nsw-2170,NSW,Fairfield,rental-nsw,1014000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
denham-court-nsw-2565,NSW,Liverpool,rental-nsw,1205000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
mozart-nsw-2787,NSW,Blue Mountains,rental-nsw,334000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
warragamba-nsw-2752,NSW,Liverpool,rental-nsw,791250,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
lalor-park-nsw-2147,NSW,Parramatta,rental-nsw,1070088,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
willoughby-north-nsw-2068,NSW,Willoughby,rental-nsw,858000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
mount-ney-wa-6447,WA,Esperance,abs-census-2021,477000,Thu May 07 2026 00:33:51 GMT+1000 (Australian Eastern Standard Time)
rasmussen-qld-4815,QLD,Townsville,rental-qld,296000,Wed Jul 01 2026 12:03:36 GMT+1000 (Australian Eastern Standard Time)
stratherne-wa-6309,WA,Cuballing,abs-census-2021,177000,Thu May 07 2026 00:33:51 GMT+1000 (Australian Eastern Standard Time)
yandanooka-wa-6522,WA,Mingenew,sales-wa,120000,Thu May 07 2026 00:33:51 GMT+1000 (Australian Eastern Standard Time)
mulgrave-qld-4807,QLD,Burdekin,abs-census-2021,286000,Wed Jul 01 2026 12:03:36 GMT+1000 (Australian Eastern Standard Time)
clare-qld-4807,QLD,Burdekin,abs-census-2021,286000,Wed Jul 01 2026 12:03:36 GMT+1000 (Australian Eastern Standard Time)
avalon-nsw-2107,NSW,Northern Beaches,rental-nsw,725000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
hmas-watson-nsw-2030,NSW,Waverley,rental-nsw,952000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
osborne-park-nsw-2066,NSW,Willoughby,rental-nsw,660000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
seven-hills-west-nsw-2147,NSW,Parramatta,rental-nsw,486000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
grantham-farm-nsw-2765,NSW,Penrith,rental-nsw,1085000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
kielpa-sa-5642,SA,Elliston,rental-sa,50000,Wed Jul 01 2026 12:02:17 GMT+1000 (Australian Eastern Standard Time)
cocata-sa-5654,SA,Elliston,rental-sa,112000,Wed Jul 01 2026 12:02:17 GMT+1000 (Australian Eastern Standard Time)
claredale-qld-4807,QLD,Burdekin,abs-census-2021,286000,Wed Jul 01 2026 12:03:36 GMT+1000 (Australian Eastern Standard Time)
parkside-qld-4807,QLD,Burdekin,abs-census-2021,286000,Wed Jul 01 2026 12:03:36 GMT+1000 (Australian Eastern Standard Time)
buttaba-nsw-2283,NSW,Lake Macquarie,rental-nsw,925000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
kalamia-qld-4807,QLD,Burdekin,abs-census-2021,286000,Wed Jul 01 2026 12:03:36 GMT+1000 (Australian Eastern Standard Time)
kirk-rock-wa-6370,WA,Wickepin,abs-census-2021,220000,Thu May 07 2026 00:33:51 GMT+1000 (Australian Eastern Standard Time)
boortkoi-qld-4415,QLD,Western Downs,abs-census-2021,238000,Wed Jul 01 2026 12:03:36 GMT+1000 (Australian Eastern Standard Time)
collingwood-nsw-2850,NSW,Lithgow,rental-nsw,381000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
mundongo-nsw-2720,NSW,Snowy Valleys,rental-nsw,945000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
cooneys-creek-nsw-2726,NSW,Hilltops,rental-nsw,212000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
the-rock-nsw-2655,NSW,Wagga Wagga,rental-nsw,426250,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
lockhart-nsw-2656,NSW,Wagga Wagga,rental-nsw,397500,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
courajago-nsw-2720,NSW,Snowy Valleys,rental-nsw,305000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
burra-nsw-2722,NSW,Snowy Valleys,rental-nsw,267000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
paynters-siding-nsw-2700,NSW,Leeton,rental-nsw,238000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
benarca-nsw-2710,NSW,Hay,rental-nsw,238000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
tahmoor-nsw-2573,NSW,Wollondilly,rental-nsw,950000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
scotts-flat-nsw-2330,NSW,Hawkesbury,rental-nsw,400000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
meadow-flat-nsw-2795,NSW,Cabonne,rental-nsw,992500,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
mungery-nsw-2869,NSW,Narromine,rental-nsw,215000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
elong-elong-nsw-2831,NSW,Brewarrina,rental-nsw,465000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
beryl-nsw-2852,NSW,Warrumbungle,rental-nsw,785000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
curban-nsw-2827,NSW,Warren,rental-nsw,238000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
mokup-wa-6394,WA,Woodanilling,abs-census-2021,238000,Thu May 07 2026 00:33:51 GMT+1000 (Australian Eastern Standard Time)
winton-qld-4735,QLD,Diamantina,abs-census-2021,191000,Wed Jul 01 2026 12:03:36 GMT+1000 (Australian Eastern Standard Time)
vergemont-qld-4730,QLD,Barcoo,abs-census-2021,261000,Wed Jul 01 2026 12:03:36 GMT+1000 (Australian Eastern Standard Time)
snakes-plain-nsw-2824,NSW,Warren,rental-nsw,231000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
eurimbula-nsw-2867,NSW,Dubbo,rental-nsw,207000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
tooraweenah-nsw-2831,NSW,Brewarrina,rental-nsw,286000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
mandagery-nsw-2870,NSW,Cabonne,rental-nsw,740000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
bulga-nsw-2330,NSW,Hawkesbury,rental-nsw,1100000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
barmedman-nsw-2668,NSW,Temora,rental-nsw,215000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
wangi-wangi-nsw-2267,NSW,Lake Macquarie,rental-nsw,895000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
dawes-point-nsw-2000,NSW,Sydney,rental-nsw,3700000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
south-granville-nsw-2142,NSW,Parramatta,rental-nsw,1240000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
petersham-north-nsw-2049,NSW,Inner West,rental-nsw,627000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
portland-nsw-2847,NSW,Lithgow,rental-nsw,545000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
linden-nsw-2778,NSW,Blue Mountains,rental-nsw,1120000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
kangaroo-head-sa-5222,SA,Kangaroo Island,rental-sa,232000,Wed Jul 01 2026 12:02:17 GMT+1000 (Australian Eastern Standard Time)
woolocutty-wa-6369,WA,Narembeen,abs-census-2021,174000,Thu May 07 2026 00:33:51 GMT+1000 (Australian Eastern Standard Time)
glen-forbes-vic-3990,VIC,Bass Coast,rental-vic,469000,Sun May 03 2026 16:36:43 GMT+1000 (Australian Eastern Standard Time)
toowoomba-west-qld-4350,QLD,Toowoomba,abs-census-2021,330000,Wed Jul 01 2026 12:03:36 GMT+1000 (Australian Eastern Standard Time)
great-mackerel-beach-nsw-2108,NSW,Northern Beaches,rental-nsw,2875000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
neendaling-wa-6353,WA,Dumbleyung,sales-wa,220000,Thu May 07 2026 00:33:51 GMT+1000 (Australian Eastern Standard Time)
chermside-centre-qld-4032,QLD,Brisbane,abs-census-2021,415000,Wed Jul 01 2026 12:03:36 GMT+1000 (Australian Eastern Standard Time)
dean-park-nsw-2761,NSW,Blacktown,rental-nsw,1050000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
beverly-hills-nsw-2209,NSW,Canterbury-Bankstown,rental-nsw,1600000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
bensville-nsw-2251,NSW,Central Coast,rental-nsw,1175000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
north-turramurra-nsw-2074,NSW,Ku-ring-gai,rental-nsw,2952500,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
south-turramurra-nsw-2074,NSW,Ku-ring-gai,rental-nsw,2288000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
daceyville-nsw-2032,NSW,Bayside,rental-nsw,2040000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
cavenagh-sa-5422,SA,Orroroo Carrieton,rental-sa,129000,Wed Jul 01 2026 12:02:17 GMT+1000 (Australian Eastern Standard Time)
nagoorin-qld-4680,QLD,Gladstone - Biloela,abs-census-2021,360000,Wed Jul 01 2026 12:03:36 GMT+1000 (Australian Eastern Standard Time)
undercliffe-nsw-2206,NSW,Canterbury-Bankstown,rental-nsw,616000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
carwell-nsw-2849,NSW,Singleton,rental-nsw,307000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
dundas-valley-nsw-2117,NSW,Parramatta,rental-nsw,1760000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
rock-flat-nsw-2630,NSW,Bega Valley,rental-nsw,286000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
port-wine-qld-4724,QLD,Isaac,abs-census-2021,143000,Wed Jul 01 2026 12:03:36 GMT+1000 (Australian Eastern Standard Time)
fyans-creek-vic-3381,VIC,Ararat,rental-vic,286000,Sun May 03 2026 16:36:43 GMT+1000 (Australian Eastern Standard Time)
bass-hill-nsw-2197,NSW,Canterbury-Bankstown,rental-nsw,1365000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
yerranderie-nsw-2787,NSW,Blue Mountains,rental-nsw,334000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
kanimbla-nsw-2790,NSW,Blue Mountains,rental-nsw,1160000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
bankstown-aerodrome-nsw-2200,NSW,Canterbury-Bankstown,rental-nsw,434000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
bletchington-nsw-2800,NSW,Dubbo,rental-nsw,381000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
warriewood-nsw-2102,NSW,Northern Beaches,rental-nsw,1800000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
bellata-nsw-2397,NSW,Moree Plains,rental-nsw,350000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
waverton-nsw-2060,NSW,North Sydney,rental-nsw,1565000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
fairfield-east-nsw-2165,NSW,Cumberland,rental-nsw,1084000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
bilgola-nsw-2107,NSW,Northern Beaches,rental-nsw,215000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
merrylands-nsw-2160,NSW,Parramatta,rental-nsw,690000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
queens-park-nsw-2022,NSW,Waverley,rental-nsw,2800000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
mona-vale-nsw-2103,NSW,Northern Beaches,rental-nsw,2330000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
mortlake-nsw-2137,NSW,Canada Bay,rental-nsw,825000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
westmead-nsw-2145,NSW,Parramatta,rental-nsw,587000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
girraween-nsw-2145,NSW,Parramatta,rental-nsw,985000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
beaumont-hills-nsw-2155,NSW,Blacktown,rental-nsw,1846000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
concord-nsw-2137,NSW,Canada Bay,rental-nsw,2850000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
stockyard-qld-4344,QLD,Lockyer Valley,abs-census-2021,334000,Wed Jul 01 2026 12:03:36 GMT+1000 (Australian Eastern Standard Time)
oxley-qld-4075,QLD,Brisbane,rental-qld,477000,Wed Jul 01 2026 12:03:36 GMT+1000 (Australian Eastern Standard Time)
chatswood-west-nsw-2067,NSW,Ryde,rental-nsw,2395000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
bronte-nsw-2024,NSW,Waverley,rental-nsw,2605000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
marrickville-nsw-2204,NSW,Canterbury-Bankstown,rental-nsw,1400000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
chipping-norton-nsw-2170,NSW,Fairfield,rental-nsw,1366250,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
middle-cove-nsw-2068,NSW,Willoughby,rental-nsw,3200000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
carlingford-nsw-2118,NSW,The Hills,rental-nsw,975000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
reedy-creek-vic-3895,VIC,East Gippsland,rental-vic,168000,Sun May 03 2026 16:36:43 GMT+1000 (Australian Eastern Standard Time)
cookamidgera-nsw-2870,NSW,Cabonne,rental-nsw,120000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
primrose-valley-nsw-2621,NSW,Snowy Monaro,rental-nsw,524000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
gurnang-nsw-2787,NSW,Blue Mountains,rental-nsw,334000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
talmalmo-nsw-2640,NSW,Snowy Valleys,rental-nsw,334000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
comerong-island-nsw-2540,NSW,Unincorp. Other Territories,rental-nsw,3000000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
meroo-meadow-nsw-2540,NSW,Unincorp. Other Territories,rental-nsw,2400000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
gleniffer-nsw-2454,NSW,Nambucca Valley,rental-nsw,1700000,Wed Jul 01 2026 12:03:08 GMT+1000 (Australian Eastern Standard Time)
