population,sharedBy,slug
18389,4,craigslea-qld-4032
48003,4,manahan-nsw-2200
48003,4,bankstown-airport-nsw-2200
48003,4,bankstown-north-nsw-2200
48003,4,bankstown-square-nsw-2200
63663,4,lefevres-corner-nsw-2570
63663,4,burragorang-valley-nsw-2570
63663,4,elderslie-nsw-2570
63663,4,bickley-vale-nsw-2570
43472,4,spring-hill-nsw-2500
43472,4,wollongong-dc-nsw-2500
43472,4,wollongong-west-nsw-2500
43472,4,wollongong-north-nsw-2500
40845,4,summer-hill-nsw-2287
40845,4,wallsend-dc-nsw-2287
40845,4,maryland-nsw-2287
40845,4,wallsend-south-nsw-2287
13693,4,nanangroe-nsw-2582
13693,4,dog-trap-crossing-nsw-2582
13693,4,tangmangaroo-nsw-2582
13693,4,goondah-nsw-2582
6841,4,bull-plain-nsw-2646
6841,4,buraja-nsw-2646
6841,4,coads-tank-nsw-2646
6841,4,merton-vale-nsw-2646
23166,4,sherwood-nsw-2440
23166,4,deep-creek-nsw-2440
23166,4,greenhills-nsw-2440
23166,4,carrai-nsw-2440
26062,4,wellers-hill-qld-4121
26062,4,holland-park-east-qld-4121
26062,4,mount-thompson-qld-4121
26062,4,ekibin-qld-4121
25603,4,newport-qld-4020
25603,4,scarborough-qld-4020
25603,4,redcliffe-north-qld-4020
25603,4,redcliffe-qld-4020
12173,4,woodlands-qld-4343
12173,4,spring-creek-qld-4343
12173,4,ringwood-qld-4343
12173,4,woodbine-qld-4343
38871,4,arundel-bc-qld-4214
38871,4,arundel-dc-qld-4214
38871,4,ashmore-city-qld-4214
38871,4,parkwood-qld-4214
44372,4,st-albans-vic-3020
44372,4,albion-vic-3020
44372,4,sunshine-vic-3020
44372,4,glengala-vic-3020
10151,4,o-b-flat-sa-5291
10151,4,mount-gambier-east-sa-5291
10151,4,mount-gambier-west-sa-5291
10151,4,glencoe-west-sa-5291
14459,4,wedge-island-sa-5606
14459,4,port-lincoln-south-sa-5606
14459,4,thistle-island-sa-5606
14459,4,kirton-point-sa-5606
6310,4,trent-wa-6333
6310,4,mount-romance-wa-6333
6310,4,mount-lindesay-wa-6333
6310,4,mount-lindsay-wa-6333
10118,4,summerlands-vic-3922
10118,4,ventnor-vic-3922
10118,4,sunset-strip-vic-3922
10118,4,surf-beach-vic-3922
22841,4,box-hill-central-vic-3128
22841,4,wattle-park-vic-3128
22841,4,houston-vic-3128
22841,4,box-hill-vic-3128
5819,4,woodbrook-vic-3451
5819,4,irishtown-vic-3451
5819,4,golden-point-vic-3451
5819,4,guildford-vic-3451
15033,4,lake-cootharaba-qld-4565
15033,4,north-shore-qld-4565
15033,4,teewah-qld-4565
15033,4,boreen-qld-4565
23252,4,brighton-vic-3186
23252,4,dendy-vic-3186
23252,4,brighton-north-vic-3186
23252,4,were-street-po-vic-3186
15621,4,stradbroke-park-vic-3103
15621,4,balwyn-east-vic-3103
15621,4,deepdene-vic-3103
15621,4,deepdene-dc-vic-3103
23594,4,wattletree-road-po-vic-3145
23594,4,darling-vic-3145
23594,4,central-park-vic-3145
23594,4,darling-south-vic-3145
39491,4,point-halloran-qld-4165
39491,4,victoria-point-west-qld-4165
39491,4,victoria-point-qld-4165
39491,4,point-talburpin-qld-4165
19110,4,hyde-park-castletown-qld-4812
19110,4,pimlico-qld-4812
19110,4,hyde-park-qld-4812
19110,4,rising-sun-qld-4812
5408,4,queenscliff-vic-3225
5408,4,swan-island-vic-3225
5408,4,swan-bay-vic-3225
5408,4,delacombe-vic-3356
27206,4,springwood-bc-qld-4127
27206,4,springwood-qld-4127
27206,4,chatswood-hills-qld-4127
27206,4,daisy-hill-qld-4127
21043,4,big-hill-vic-3555
21043,4,lansell-plaza-vic-3555
21043,4,kangaroo-flat-vic-3555
21043,4,specimen-hill-vic-3555
20207,4,black-rock-vic-3193
20207,4,beaumaris-vic-3193
20207,4,cromer-vic-3193
20207,4,black-rock-north-vic-3193
51402,4,sydenham-vic-3037
51402,4,plumpton-vic-3037
51402,4,calder-park-vic-3037
51402,4,hillside-vic-3037
8623,4,goldsborough-qld-4865
8623,4,kamma-qld-4865
8623,4,pyramid-qld-4865
8623,4,meringa-qld-4865
17312,4,great-keppel-island-qld-4700
17312,4,rockhampton-hospital-qld-4700
17312,4,rockhampton-qld-4700
17312,4,the-range-qld-4700
32574,4,tally-valley-qld-4220
32574,4,burleigh-dc-qld-4220
32574,4,burleigh-bc-qld-4220
32574,4,burleigh-town-qld-4220
8374,4,coolangatta-qld-4225
8374,4,rainbow-bay-qld-4225
8374,4,kirra-qld-4225
8374,4,greenmount-qld-4225
16461,4,acacia-ridge-bc-qld-4110
16461,4,larapinta-qld-4110
16461,4,heathwood-df-qld-4110
16461,4,acacia-ridge-dc-qld-4110
9552,4,chadstone-vic-3148
9552,4,chadstone-centre-vic-3148
9552,4,jordanville-vic-3148
9552,4,holmesglen-vic-3148
20612,4,welsby-qld-4507
20612,4,bribie-island-north-qld-4507
20612,4,bribie-island-qld-4507
20612,4,bribie-island-dc-qld-4507
19214,4,wangaratta-west-vic-3677
19214,4,appin-park-vic-3677
19214,4,yarrunga-vic-3677
19214,4,wangaratta-vic-3677
12071,4,woden-act-2606
12071,4,swinger-hill-act-2606
12071,4,o-malley-act-2606
12071,4,phillip-dc-act-2606
5218,4,springside-qld-4356
5218,4,st-helens-qld-4356
5218,4,north-branch-qld-4356
5218,4,stoneleigh-qld-4356
14746,4,brunswick-west-vic-3055
14746,4,moreland-west-vic-3055
14746,4,brunswick-south-vic-3055
14746,4,moonee-vale-vic-3055
30926,4,doncaster-east-vic-3109
30926,4,doncaster-heights-vic-3109
30926,4,tunstall-square-po-vic-3109
30926,4,the-pines-vic-3109
56127,4,karingal-vic-3199
56127,4,frankston-east-vic-3199
56127,4,karingal-centre-vic-3199
56127,4,frankston-heights-vic-3199
17225,4,morwell-upper-vic-3840
17225,4,maryvale-vic-3840
17225,4,mid-valley-vic-3840
17225,4,morwell-east-vic-3840
6220,4,stawell-west-vic-3380
6220,4,bligh-park-nsw-2756
6220,4,bridge-inn-vic-3380
6220,4,stawell-vic-3380
8586,4,ashbourne-vic-3442
8586,4,hanging-rock-vic-3442
8586,4,gungahlin-act-2912
8586,4,woodend-vic-3442
13688,4,mount-stuart-qld-4811
13688,4,james-cook-university-qld-4811
13688,4,stuart-qld-4811
13688,4,oak-valley-qld-4811
39714,4,anglers-paradise-qld-4216
39714,4,sovereign-islands-qld-4216
39714,4,currigee-qld-4216
39714,4,paradise-point-keys-qld-4216
75034,4,clifton-wa-6210
75034,4,mandurah-east-wa-6210
75034,4,mandurah-dc-wa-6210
75034,4,mandurah-north-wa-6210
18372,4,glenorchy-tas-7010
18372,4,goodwood-tas-7010
18372,4,montrose-tas-7010
18372,4,elwick-tas-7010
21591,3,mascot-nsw-2020
21591,3,sydney-international-airport-nsw-2020
21591,3,sydney-domestic-airport-nsw-2020
42917,3,wingala-nsw-2099
42917,3,cromer-heights-nsw-2099
42917,3,dee-why-beach-nsw-2099
27637,3,blenheim-road-nsw-2113
27637,3,macquarie-centre-nsw-2113
27637,3,macquarie-park-sa-2113
14434,3,hmas-watson-nsw-2030
14434,3,diamond-bay-nsw-2030
14434,3,rose-bay-north-nsw-2030
8379,3,warriewood-nsw-2102
8379,3,warriewood-shopping-square-nsw-2102
8379,3,warriewood-dc-nsw-2102
25506,3,oxley-qld-4075
25506,3,sherwood-qld-4075
25506,3,graceville-east-qld-4075
6492,3,border-ranges-nsw-2474
6492,3,sherwood-nsw-2474
6492,3,smiths-creek-nsw-2474
15991,3,long-reef-nsw-2097
15991,3,collaroy-beach-nsw-2097
15991,3,collaroy-plateau-west-nsw-2097
7785,3,moogem-nsw-2370
7785,3,morven-nsw-2370
7785,3,lambs-valley-nsw-2370
29134,3,shellharbour-square-nsw-2529
29134,3,oak-flats-dc-nsw-2529
29134,3,balarang-nsw-2529
9735,3,ballina-nsw-2478
9735,3,bruces-creek-vic-3757
9735,3,pheasant-creek-vic-3757
16736,3,stream-hill-nsw-2526
16736,3,unanderra-dc-nsw-2526
16736,3,cordeaux-nsw-2526
27888,3,carlingford-north-nsw-2118
27888,3,kingsdene-nsw-2118
27888,3,carlingford-court-nsw-2118
31698,3,royal-north-shore-hospital-nsw-2065
31698,3,gore-hill-nsw-2065
31698,3,crows-nest-dc-nsw-2065
21273,3,wetherill-park-bc-nsw-2164
21273,3,wetherill-park-sa-2164
21273,3,smithfield-west-nsw-2164
15323,3,little-pelican-nsw-2281
15323,3,pinny-beach-nsw-2281
15323,3,middle-camp-nsw-2281
26072,3,north-macquarie-nsw-2527
26072,3,yellow-rock-ridge-nsw-2527
26072,3,yellow-rock-nsw-2527
26051,3,greenhills-nsw-2323
26051,3,green-hills-nsw-2323
26051,3,metford-dc-nsw-2323
5160,3,george-town-sa-7253
5160,3,elizabeth-downs-sa-5113
5160,3,long-reach-tas-7253
15135,3,hmas-waterhen-nsw-2060
15135,3,north-sydney-shoppingworld-nsw-2060
15135,3,hmas-platypus-nsw-2060
12881,3,kingsgrove-dc-nsw-2208
12881,3,kingsgrove-nsw-2208
12881,3,kingsway-west-nsw-2208
8937,3,dural-nsw-2158
8937,3,round-corner-nsw-2158
8937,3,dural-dc-nsw-2158
9826,3,black-mountain-qld-4563
9826,3,ridgewood-qld-4563
9826,3,sunrise-hills-qld-4563
33830,3,randwick-dc-nsw-2031
33830,3,clovelly-west-nsw-2031
33830,3,st-pauls-nsw-2031
8124,3,lambs-valley-nsw-2335
8124,3,dalwood-nsw-2335
8124,3,elderslie-nsw-2335
34906,3,batman-vic-3058
34906,3,merlynston-vic-3058
34906,3,moreland-vic-3058
9708,3,moree-east-nsw-2400
9708,3,tikitere-nsw-2400
9708,3,fortitude-valley-qld-4006
12220,3,ironside-qld-4067
12220,3,st-lucia-south-qld-4067
12220,3,st-lucia-qld-4067
47570,3,carina-north-qld-4152
47570,3,whites-hill-qld-4152
47570,3,carina-qld-4152
14056,3,sandhill-tas-7249
14056,3,punchbowl-tas-7249
14056,3,glen-dhu-tas-7249
5767,3,glengowrie-sa-5044
5767,3,rose-valley-nsw-2534
5767,3,willow-vale-nsw-2534
6389,3,manly-vale-nsw-2093
6389,3,mount-lofty-sa-5152
6389,3,cleland-sa-5152
25591,3,mount-gambier-dc-sa-5290
25591,3,mount-gambier-sa-5290
25591,3,mount-gambier-sa-5291
6006,3,port-adelaide-dc-sa-5015
6006,3,port-adelaide-bc-sa-5015
6006,3,torrens-island-sa-5015
6437,3,port-augusta-sa-5700
6437,3,port-augusta-sa-5710
6437,3,port-augusta-sa-5701
5962,3,christies-beach-sa-5165
5962,3,woongarrah-nsw-2259
5962,3,christies-beach-north-sa-5165
6875,3,cannington-wa-6980
6875,3,cannington-wa-6987
6875,3,cannington-wa-6107
18132,3,coorparoo-qld-4151
18132,3,coorparoo-dc-qld-4151
18132,3,coorparoo-bc-qld-4151
15393,3,glynde-dc-sa-5070
15393,3,felixtow-sa-5070
15393,3,glynde-plaza-sa-5070
10561,3,nedlands-wa-6907
10561,3,nedlands-wa-6909
10561,3,nedlands-wa-6009
68443,3,melaleuca-wa-6065
68443,3,kingsway-wa-6065
68443,3,wangara-dc-wa-6065
28038,3,nowra-dc-nsw-2541
28038,3,nowra-east-nsw-2541
28038,3,nowra-north-nsw-2541
5605,3,bullsbrook-wa-6084
5605,3,cooma-vic-3616
5605,3,waranga-vic-3616
5669,3,iluka-wa-6028
5669,3,diggers-rest-vic-3427
5669,3,plumpton-vic-3427
8540,3,rocky-creek-nsw-2390
8540,3,back-creek-nsw-2390
8540,3,narrabri-west-nsw-2390
5684,3,kenwick-wa-6107
5684,3,booragoon-wa-6154
5684,3,booragoon-wa-6954
11508,3,swan-hill-pioneer-vic-3585
11508,3,speewa-vic-3585
11508,3,winlaton-vic-3585
27023,3,kingsville-west-vic-3012
27023,3,tottenham-vic-3012
27023,3,brooklyn-vic-3012
11596,3,hicksborough-vic-3995
11596,3,st-clair-vic-3995
11596,3,powlett-river-vic-3995
11482,3,st-kilda-road-melbourne-vic-3004
11482,3,st-kilda-road-central-vic-3004
11482,3,windsor-vic-3004
33378,3,houtman-abrolhos-wa-6530
33378,3,raaf-waggrakine-wa-6530
33378,3,geraldton-dc-wa-6530
55940,3,donnybrook-qld-4510
55940,3,caboolture-bc-qld-4510
55940,3,balingool-qld-4510
35340,3,syndal-vic-3149
35340,3,pinewood-vic-3149
35340,3,mount-waverley-vic-3149
13929,3,tennyson-qld-4105
13929,3,clifton-hill-qld-4105
13929,3,moorvale-qld-4105
8105,3,north-tamborine-qld-4272
8105,3,mount-tamborine-qld-4272
8105,3,tamborine-mountain-qld-4272
16795,3,mitcham-vic-3132
16795,3,mitcham-north-vic-3132
16795,3,rangeview-vic-3132
14274,3,fawkner-east-vic-3060
14274,3,fawkner-north-vic-3060
14274,3,fawkner-vic-3060
9682,3,braybrook-north-vic-3019
9682,3,braybrook-vic-3019
9682,3,robinson-vic-3019
13190,3,virginia-dc-qld-4014
13190,3,virginia-bc-qld-4014
13190,3,virginia-qld-4014
19771,3,capalaba-west-qld-4157
19771,3,capalaba-bc-qld-4157
19771,3,capalaba-dc-qld-4157
7068,3,castle-creek-qld-4715
7068,3,prospect-qld-4715
7068,3,chinchilla-qld-4413
22896,3,mount-sheridan-qld-4868
22896,3,white-rock-qld-4868
22896,3,tarrawarra-qld-4868
24342,3,burnside-qld-4208
24342,3,gilberton-qld-4208
24342,3,halfway-creek-qld-4208
6296,3,fitzgibbon-qld-4018
6296,3,salisbury-downs-sa-5108
6296,3,wynyard-tas-7325
24071,3,middle-park-qld-4074
24071,3,jindalee-qld-4074
24071,3,sumner-park-bc-qld-4074
36527,3,collingwood-park-qld-4301
36527,3,redbank-qld-4301
36527,3,greenwood-village-qld-4301
7062,3,yeronga-qld-4104
7062,3,paradise-point-qld-4216
7062,3,yeronga-west-qld-4104
8610,3,cornwall-qld-4455
8610,3,angellala-qld-4455
8610,3,bungil-qld-4455
10171,3,jubilee-qld-4065
10171,3,rainworth-qld-4065
10171,3,bardon-west-qld-4065
11042,3,willsden-sa-5700
11042,3,mundallio-sa-5700
11042,3,port-augusta-north-sa-5700
47356,3,kippax-act-2615
47356,3,kippax-centre-act-2615
47356,3,macnamara-act-2615
13885,3,armstrong-creek-qld-4520
13885,3,cedar-creek-qld-4520
13885,3,samford-qld-4520
10822,3,benalla-vic-3673
10822,3,benalla-west-vic-3672
10822,3,benalla-vic-3672
9448,3,williams-landing-vic-3027
9448,3,williams-raaf-vic-3027
9448,3,laverton-raaf-vic-3027
34565,3,mildura-vic-3500
34565,3,mildura-west-vic-3500
34565,3,mildura-east-vic-3500
15147,3,burwood-vic-3125
15147,3,surrey-hills-south-vic-3125
15147,3,bennettswood-vic-3125
8340,3,mount-scobie-vic-3620
8340,3,taripta-vic-3620
8340,3,wyuna-vic-3620
6287,3,moorabbin-east-vic-3189
6287,3,moorabbin-vic-3189
6287,3,wishart-vic-3189
25028,3,domain-road-po-vic-3141
25028,3,chapel-street-north-vic-3141
25028,3,south-yarra-vic-3141
24912,3,brunswick-lower-vic-3056
24912,3,brunswick-north-vic-3056
24912,3,brunswick-vic-3056
12962,3,altona-east-vic-3025
12962,3,altona-north-vic-3025
12962,3,altona-gate-vic-3025
6251,3,reedy-creek-vic-3658
6251,3,hazeldene-vic-3658
6251,3,flowerdale-vic-3658
9376,3,armadale-north-vic-3143
9376,3,malvern-vic-3143
9376,3,armadale-vic-3143
7202,3,bannockburn-vic-3331
7202,3,maude-vic-3331
7202,3,steiglitz-vic-3331
17815,3,booval-dc-qld-4304
17815,3,booval-fair-qld-4304
17815,3,booval-bc-qld-4304
23639,3,westfield-wa-6111
23639,3,kelmscott-dc-wa-6111
23639,3,lesley-wa-6111
15645,3,bathurst-street-po-tas-7000
15645,3,mount-stuart-tas-7000
15645,3,glebe-tas-7000
6171,3,lakelands-wa-6210
6171,3,toormina-nsw-2452
6171,3,lakelands-wa-6180
20619,3,wrights-creek-qld-4869
20619,3,tamarind-gardens-qld-4869
20619,3,centenary-park-qld-4869
