slug,name,postcode,medianRentHouse,medianRentUnit,rentalUpdatedAt,statsSource
blanket-flat-nsw-2583,"Blanket Flat",2583,270,230,2026-07-01T02:02:09.916Z,rental-nsw
blue-cow-nsw-2624,"Blue Cow",2624,252,214,2026-07-01T02:02:09.916Z,rental-nsw
blue-nobby-nsw-2408,"Blue Nobby",2408,140,119,2026-07-01T02:02:09.916Z,rental-nsw
bobadah-nsw-2877,"Bobadah",2877,200,170,2026-07-01T02:02:09.916Z,rental-nsw
bobs-creek-nsw-2439,"Bobs Creek",2439,350,550,2026-07-01T02:02:09.916Z,rental-nsw
bocci-nsw-2631,"Bocci",2631,260,221,2026-07-01T02:02:09.916Z,rental-nsw
bocobra-nsw-2865,"Bocobra",2865,210,150,2026-07-01T02:02:09.916Z,rental-nsw
boco-nsw-2631,"Boco",2631,260,221,2026-07-01T02:02:09.916Z,sales-nsw
bodalla-nsw-2545,"Bodalla",2545,300,275,2026-07-01T02:02:09.916Z,sales-nsw
boeill-creek-nsw-2648,"Boeill Creek",2648,200,225,2026-07-01T02:02:09.916Z,rental-nsw
boeill-creek-nsw-2739,"Boeill Creek",2739,203,225,2026-07-01T02:02:09.916Z,sales-nsw
bogan-gate-nsw-2876,"Bogan Gate",2876,200,200,2026-07-01T02:02:09.916Z,sales-nsw
bogan-nsw-2825,"Bogan",2825,200,170,2026-07-01T02:02:09.916Z,rental-nsw
bogee-nsw-2849,"Bogee",2849,270,180,2026-07-01T02:02:09.916Z,sales-nsw
boggabilla-nsw-2409,"Boggabilla",2409,160,155,2026-07-01T02:02:09.916Z,sales-nsw
bolaro-nsw-2629,"Bolaro",2629,285,360,2026-07-01T02:02:09.916Z,rental-nsw
bombala-nsw-2632,"Bombala",2632,200,215,2026-07-01T02:02:09.916Z,sales-nsw
bombay-nsw-2622,"Bombay",2622,350,290,2026-07-01T02:02:09.916Z,rental-nsw
bomera-nsw-2357,"Bomera",2357,206,175,2026-07-01T02:02:09.916Z,rental-nsw
bonalbo-nsw-2469,"Bonalbo",2469,240,210,2026-07-01T02:02:09.916Z,sales-nsw
bondi-forest-nsw-2632,"Bondi Forest",2632,200,170,2026-07-01T02:02:09.916Z,rental-nsw
bongalong-nsw-2722,"Bongalong",2722,220,187,2026-07-01T02:02:09.916Z,rental-nsw
bongongalong-nsw-2722,"Bongongalong",2722,220,187,2026-07-01T02:02:09.916Z,rental-nsw
bonnington-park-nsw-2311,"Bonnington Park",2311,270,230,2026-07-01T02:02:09.916Z,rental-nsw
bonshaw-nsw-2361,"Bonshaw",2361,185,200,2026-07-01T02:02:09.916Z,sales-nsw
bonville-nsw-2441,"Bonville",2441,290,465,2026-07-01T02:02:09.916Z,rental-nsw
booligal-nsw-2711,"Booligal",2711,175,150,2026-07-01T02:02:09.916Z,rental-nsw
boomanoomana-nsw-2712,"Boomanoomana",2712,178,230,2026-07-01T02:02:09.916Z,sales-nsw
boomi-creek-nsw-2476,"Boomi Creek",2476,200,170,2026-07-01T02:02:09.916Z,rental-nsw
boomi-nsw-2405,"Boomi",2405,173,133,2026-07-01T02:02:09.916Z,sales-nsw
boomoodeerie-nsw-2469,"Boomoodeerie",2469,240,204,2026-07-01T02:02:09.916Z,rental-nsw
boonal-nsw-2409,"Boonal",2409,160,200,2026-07-01T02:02:09.916Z,rental-nsw
boona-mount-nsw-2877,"Boona Mount",2877,200,80,2026-07-01T02:02:09.916Z,rental-nsw
booral-nsw-2425,"Booral",2425,310,310,2026-07-01T02:02:09.916Z,sales-nsw
boorooma-nsw-2832,"Boorooma",2832,175,415,2026-07-01T02:02:09.916Z,rental-nsw
boorowa-nsw-2586,"Boorowa",2586,240,245,2026-07-01T02:02:09.916Z,sales-nsw
borah-creek-nsw-2346,"Borah Creek",2346,260,221,2026-07-01T02:02:09.916Z,rental-nsw
bora-ridge-nsw-2471,"Bora Ridge",2471,300,300,2026-07-01T02:02:09.916Z,rental-nsw
boree-nsw-2864,"Boree",2864,265,225,2026-07-01T02:02:09.916Z,rental-nsw
boro-nsw-2622,"Boro",2622,350,468,2026-07-01T02:02:09.916Z,sales-nsw
bostobrick-nsw-2453,"Bostobrick",2453,280,175,2026-07-01T02:02:09.916Z,sales-nsw
botfields-nsw-2876,"Botfields",2876,200,170,2026-07-01T02:02:09.916Z,rental-nsw
bottle-creek-nsw-2469,"Bottle Creek",2469,240,38,2026-07-01T02:02:09.916Z,sales-nsw
bourbah-nsw-2828,"Bourbah",2828,160,136,2026-07-01T02:02:09.916Z,rental-nsw
bourke-nsw-2840,"Bourke",2840,180,180,2026-07-01T02:02:09.916Z,sales-nsw
bournewood-nsw-2868,"Bournewood",2868,195,213,2026-07-01T02:02:09.916Z,rental-nsw
bowan-park-nsw-2864,"Bowan Park",2864,265,375,2026-07-01T02:02:09.916Z,rental-nsw
bowna-nsw-2644,"Bowna",2644,200,275,2026-07-01T02:02:09.916Z,sales-nsw
bowraville-nsw-2449,"Bowraville",2449,250,260,2026-07-01T02:02:09.916Z,sales-nsw
box-ridge-nsw-2357,"Box Ridge",2357,206,175,2026-07-01T02:02:09.916Z,rental-nsw
bradfield-nsw-2556,"Bradfield",2556,500,425,2026-07-01T02:02:09.916Z,sales-nsw
braefield-nsw-2339,"Braefield",2339,190,162,2026-07-01T02:02:09.916Z,rental-nsw
braidwood-nsw-2622,"Braidwood",2622,350,345,2026-07-01T02:02:09.916Z,sales-nsw
branga-plains-nsw-2354,"Branga Plains",2354,200,170,2026-07-01T02:02:09.916Z,rental-nsw
breadalbane-nsw-2581,"Breadalbane",2581,300,277,2026-07-01T02:02:09.916Z,sales-nsw
breakfast-creek-nsw-2849,"Breakfast Creek",2849,270,230,2026-07-01T02:02:09.916Z,sales-nsw
bredbo-nsw-2626,"Bredbo",2626,350,400,2026-07-01T02:02:09.916Z,sales-nsw
breelong-nsw-2827,"Breelong",2827,200,170,2026-07-01T02:02:09.916Z,rental-nsw
breeza-nsw-2381,"Breeza",2381,250,150,2026-07-01T02:02:09.916Z,sales-nsw
brenda-nsw-2831,"Brenda",2831,250,213,2026-07-01T02:02:09.916Z,rental-nsw
brewarrina-nsw-2839,"Brewarrina",2839,150,150,2026-07-01T02:02:09.916Z,sales-nsw
briggsvale-nsw-2453,"Briggsvale",2453,280,238,2026-07-01T02:02:09.916Z,rental-nsw
bril-bril-nsw-2441,"Bril Bril",2441,290,247,2026-07-01T02:02:09.916Z,rental-nsw
brinerville-nsw-2441,"Brinerville",2441,290,247,2026-07-01T02:02:09.916Z,rental-nsw
bringelly-nsw-2556,"Bringelly",2556,500,500,2026-07-01T02:02:09.916Z,sales-nsw
bringenbrong-nsw-3707,"Bringenbrong",3707,200,200,2026-07-01T02:02:09.916Z,rental-nsw
broadwater-nsw-2472,"Broadwater",2472,300,255,2026-07-01T02:02:09.916Z,sales-nsw
broadway-nsw-2581,"Broadway",2581,300,255,2026-07-01T02:02:09.916Z,rental-nsw
brogans-creek-nsw-2848,"Brogans Creek",2848,220,187,2026-07-01T02:02:09.916Z,rental-nsw
broken-dam-nsw-2629,"Broken Dam",2629,285,242,2026-07-01T02:02:09.916Z,rental-nsw
brookdale-nsw-2656,"Brookdale",2656,194,150,2026-07-01T02:02:09.916Z,rental-nsw
brooklands-nsw-2583,"Brooklands",2583,270,230,2026-07-01T02:02:09.916Z,rental-nsw
brooklyn-nsw-2083,"Brooklyn",2083,429,470,2026-07-01T02:02:09.916Z,sales-nsw
brookong-nsw-2656,"Brookong",2656,194,200,2026-07-01T02:02:09.916Z,rental-nsw
brooman-nsw-2538,"Brooman",2538,380,150,2026-07-01T02:02:09.916Z,rental-nsw
browns-crossing-nsw-2441,"Browns Crossing",2441,290,247,2026-07-01T02:02:09.916Z,rental-nsw
bruie-plains-nsw-2875,"Bruie Plains",2875,160,136,2026-07-01T02:02:09.916Z,rental-nsw
brumby-plains-nsw-2476,"Brumby Plains",2476,200,170,2026-07-01T02:02:09.916Z,rental-nsw
brungle-creek-nsw-2722,"Brungle Creek",2722,220,40,2026-07-01T02:02:09.916Z,rental-nsw
brungle-nsw-2722,"Brungle",2722,220,178,2026-07-01T02:02:09.916Z,rental-nsw
buckendoon-nsw-2472,"Buckendoon",2472,300,350,2026-07-01T02:02:09.916Z,rental-nsw
buckra-bendinni-nsw-2449,"Buckra Bendinni",2449,250,260,2026-07-01T02:02:09.916Z,sales-nsw
budawang-nsw-2622,"Budawang",2622,350,330,2026-07-01T02:02:09.916Z,sales-nsw
buddabadah-nsw-2825,"Buddabadah",2825,200,100,2026-07-01T02:02:09.916Z,rental-nsw
budden-nsw-2849,"Budden",2849,270,16,2026-07-01T02:02:09.916Z,rental-nsw
bugaldie-nsw-2357,"Bugaldie",2357,206,230,2026-07-01T02:02:09.916Z,sales-nsw
bukalong-nsw-2632,"Bukalong",2632,200,170,2026-07-01T02:02:09.916Z,rental-nsw
bulee-nsw-2622,"Bulee",2622,350,298,2026-07-01T02:02:09.916Z,rental-nsw
bullaburra-nsw-2784,"Bullaburra",2784,400,400,2026-07-01T02:02:09.916Z,sales-nsw
bullagreen-nsw-2831,"Bullagreen",2831,250,50,2026-07-01T02:02:09.916Z,rental-nsw
bulldog-nsw-2469,"Bulldog",2469,240,350,2026-07-01T02:02:09.916Z,sales-nsw
bulyeroi-nsw-2387,"Bulyeroi",2387,50,43,2026-07-01T02:02:09.916Z,rental-nsw
bulyeroi-nsw-2832,"Bulyeroi",2832,175,149,2026-07-01T02:02:09.916Z,rental-nsw
bumbalong-nsw-2626,"Bumbalong",2626,350,298,2026-07-01T02:02:09.916Z,sales-nsw
bundanoon-nsw-2578,"Bundanoon",2578,400,400,2026-07-01T02:02:09.916Z,sales-nsw
bundarbo-nsw-2726,"Bundarbo",2726,185,157,2026-07-01T02:02:09.916Z,rental-nsw
bundarra-nsw-2359,"Bundarra",2359,190,200,2026-07-01T02:02:09.916Z,sales-nsw
bundemar-nsw-2823,"Bundemar",2823,180,153,2026-07-01T02:02:09.916Z,rental-nsw
bungawalbin-nsw-2469,"Bungawalbin",2469,240,375,2026-07-01T02:02:09.916Z,sales-nsw
burdett-nsw-2804,"Burdett",2804,220,187,2026-07-01T02:02:09.916Z,rental-nsw
burgooney-nsw-2672,"Burgooney",2672,160,136,2026-07-01T02:02:09.916Z,rental-nsw
burnt-yards-nsw-2792,"Burnt Yards",2792,240,125,2026-07-01T02:02:09.916Z,rental-nsw
buronga-nsw-2739,"Buronga",2739,203,203,2026-07-01T02:02:09.916Z,sales-nsw
burraboi-nsw-2732,"Burraboi",2732,180,100,2026-07-01T02:02:09.916Z,sales-nsw
burra-creek-nsw-2722,"Burra Creek",2722,220,120,2026-07-01T02:02:09.916Z,rental-nsw
burra-nsw-2722,"Burra",2722,220,187,2026-07-01T02:02:09.916Z,rental-nsw
burren-junction-nsw-2386,"Burren Junction",2386,110,118,2026-07-01T02:02:09.916Z,rental-nsw
busbys-flat-nsw-2469,"Busbys Flat",2469,240,130,2026-07-01T02:02:09.916Z,rental-nsw
bygalorie-nsw-2669,"Bygalorie",2669,100,85,2026-07-01T02:02:09.916Z,rental-nsw
bylong-nsw-2849,"Bylong",2849,270,30,2026-07-01T02:02:09.916Z,rental-nsw
byng-nsw-2798,"Byng",2798,320,303,2026-07-01T02:02:09.916Z,rental-nsw
byrock-nsw-2831,"Byrock",2831,250,213,2026-07-01T02:02:09.916Z,rental-nsw
cabramurra-nsw-2629,"Cabramurra",2629,285,28,2026-07-01T02:02:09.916Z,rental-nsw
cadgee-nsw-2545,"Cadgee",2545,300,255,2026-07-01T02:02:09.916Z,rental-nsw
caffreys-flat-nsw-2424,"Caffreys Flat",2424,235,150,2026-07-01T02:02:09.916Z,sales-nsw
califat-nsw-2729,"Califat",2729,200,170,2026-07-01T02:02:09.916Z,rental-nsw
cal-lal-nsw-2648,"Cal Lal",2648,200,170,2026-07-01T02:02:09.916Z,rental-nsw
calliope-nsw-2462,"Calliope",2462,280,280,2026-07-01T02:02:09.916Z,rental-nsw
cambalong-nsw-2632,"Cambalong",2632,200,200,2026-07-01T02:02:09.916Z,rental-nsw
camboon-nsw-2849,"Camboon",2849,270,665,2026-07-01T02:02:09.916Z,rental-nsw
cambridge-plateau-nsw-2469,"Cambridge Plateau",2469,240,204,2026-07-01T02:02:09.916Z,rental-nsw
camerons-creek-nsw-2359,"Camerons Creek",2359,190,175,2026-07-01T02:02:09.916Z,rental-nsw
camira-creek-nsw-2469,"Camira Creek",2469,240,204,2026-07-01T02:02:09.916Z,rental-nsw
camira-nsw-2469,"Camira",2469,240,260,2026-07-01T02:02:09.916Z,rental-nsw
camp-creek-nsw-4385,"Camp Creek",4385,200,200,2026-07-01T02:02:09.916Z,rental-nsw
canoelands-nsw-2157,"Canoelands",2157,525,440,2026-07-01T02:02:09.916Z,sales-nsw
canonba-nsw-2825,"Canonba",2825,200,170,2026-07-01T02:02:09.916Z,rental-nsw
canowindra-nsw-2804,"Canowindra",2804,220,220,2026-07-01T02:02:09.916Z,sales-nsw
capeen-creek-nsw-2469,"Capeen Creek",2469,240,204,2026-07-01T02:02:09.916Z,rental-nsw
capeen-nsw-2469,"Capeen",2469,240,204,2026-07-01T02:02:09.916Z,rental-nsw
capertee-nsw-2846,"Capertee",2846,230,195,2026-07-01T02:02:09.916Z,sales-nsw
capoompeta-nsw-2371,"Capoompeta",2371,163,139,2026-07-01T02:02:09.916Z,rental-nsw
captains-flat-nsw-2623,"Captains Flat",2623,300,300,2026-07-01T02:02:09.916Z,sales-nsw
caragabal-nsw-2810,"Caragabal",2810,200,143,2026-07-01T02:02:09.916Z,sales-nsw
caravan-head-nsw-2225,"Caravan Head",2225,655,557,2026-07-01T02:02:09.916Z,rental-nsw
carcoar-nsw-2791,"Carcoar",2791,195,195,2026-07-01T02:02:09.916Z,sales-nsw
carinda-nsw-2831,"Carinda",2831,250,34,2026-07-01T02:02:09.916Z,rental-nsw
carrabolla-nsw-2311,"Carrabolla",2311,270,230,2026-07-01T02:02:09.916Z,rental-nsw
carrathool-nsw-2711,"Carrathool",2711,175,180,2026-07-01T02:02:09.916Z,rental-nsw
carwell-nsw-2849,"Carwell",2849,270,215,2026-07-01T02:02:09.916Z,rental-nsw
cascade-nsw-2453,"Cascade",2453,280,238,2026-07-01T02:02:09.916Z,rental-nsw
cathcart-nsw-2632,"Cathcart",2632,200,180,2026-07-01T02:02:09.916Z,rental-nsw
cathundral-nsw-2823,"Cathundral",2823,180,200,2026-07-01T02:02:09.916Z,rental-nsw
cattle-creek-nsw-2339,"Cattle Creek",2339,190,190,2026-07-01T02:02:09.916Z,rental-nsw
cells-river-nsw-2424,"Cells River",2424,235,200,2026-07-01T02:02:09.916Z,rental-nsw
central-macdonald-nsw-2775,"Central Macdonald",2775,295,250,2026-07-01T02:02:09.916Z,sales-nsw
charbon-nsw-2848,"Charbon",2848,220,200,2026-07-01T02:02:09.916Z,sales-nsw
charity-creek-nsw-2424,"Charity Creek",2424,235,200,2026-07-01T02:02:09.916Z,rental-nsw
charleys-forest-nsw-2622,"Charleys Forest",2622,350,275,2026-07-01T02:02:09.916Z,sales-nsw
charlotte-pass-nsw-2624,"Charlotte Pass",2624,252,214,2026-07-01T02:02:09.916Z,rental-nsw
charlottes-pass-nsw-2624,"Charlottes Pass",2624,252,214,2026-07-01T02:02:09.916Z,rental-nsw
chatsworth-nsw-2469,"Chatsworth",2469,240,280,2026-07-01T02:02:09.916Z,sales-nsw
cheero-point-nsw-2083,"Cheero Point",2083,429,515,2026-07-01T02:02:09.916Z,sales-nsw
chilcotts-creek-nsw-2339,"Chilcotts Creek",2339,190,480,2026-07-01T02:02:09.916Z,rental-nsw
church-point-nsw-2105,"Church Point",2105,595,1073,2026-07-01T02:02:09.916Z,sales-nsw
clandulla-nsw-2848,"Clandulla",2848,220,250,2026-07-01T02:02:09.916Z,sales-nsw
clare-nsw-2711,"Clare",2711,175,149,2026-07-01T02:02:09.916Z,rental-nsw
clearfield-nsw-2469,"Clearfield",2469,240,204,2026-07-01T02:02:09.916Z,rental-nsw
clouds-creek-nsw-2453,"Clouds Creek",2453,280,238,2026-07-01T02:02:09.916Z,rental-nsw
clover-park-nsw-2469,"Clover Park",2469,240,204,2026-07-01T02:02:09.916Z,rental-nsw
cobbora-nsw-2844,"Cobbora",2844,200,190,2026-07-01T02:02:09.916Z,sales-nsw
cobramunga-nsw-2732,"Cobramunga",2732,180,80,2026-07-01T02:02:09.916Z,rental-nsw
codrington-nsw-2471,"Codrington",2471,300,250,2026-07-01T02:02:09.916Z,rental-nsw
coggan-nsw-2849,"Coggan",2849,270,230,2026-07-01T02:02:09.916Z,rental-nsw
cogra-bay-nsw-2083,"Cogra Bay",2083,429,700,2026-07-01T02:02:09.916Z,sales-nsw
coldstream-nsw-2462,"Coldstream",2462,280,323,2026-07-01T02:02:09.916Z,sales-nsw
coleambally-nsw-2707,"Coleambally",2707,180,180,2026-07-01T02:02:09.916Z,sales-nsw
colinton-nsw-2626,"Colinton",2626,350,225,2026-07-01T02:02:09.916Z,sales-nsw
collarenebri-nsw-2833,"Collarenebri",2833,180,180,2026-07-01T02:02:09.916Z,sales-nsw
collector-nsw-2581,"Collector",2581,300,200,2026-07-01T02:02:09.916Z,sales-nsw
collerina-nsw-2839,"Collerina",2839,150,128,2026-07-01T02:02:09.916Z,rental-nsw
collie-nsw-2827,"Collie",2827,200,150,2026-07-01T02:02:09.916Z,sales-nsw
combara-nsw-2829,"Combara",2829,190,162,2026-07-01T02:02:09.916Z,rental-nsw
come-by-chance-nsw-2832,"Come By Chance",2832,175,149,2026-07-01T02:02:09.916Z,rental-nsw
condobolin-nsw-2877,"Condobolin",2877,200,200,2026-07-01T02:02:09.916Z,sales-nsw
conimbia-nsw-2829,"Conimbia",2829,190,154,2026-07-01T02:02:09.916Z,rental-nsw
conoble-nsw-2878,"Conoble",2878,150,128,2026-07-01T02:02:09.916Z,rental-nsw
coobool-nsw-2734,"Coobool",2734,275,234,2026-07-01T02:02:09.916Z,rental-nsw
coolabah-nsw-2831,"Coolabah",2831,250,106,2026-07-01T02:02:09.916Z,rental-nsw
coolac-nsw-2727,"Coolac",2727,125,125,2026-07-01T02:02:09.916Z,sales-nsw
coolah-nsw-2843,"Coolah",2843,170,170,2026-07-01T02:02:09.916Z,sales-nsw
coolamon-nsw-2701,"Coolamon",2701,265,270,2026-07-01T02:02:09.916Z,sales-nsw
coolatai-nsw-2402,"Coolatai",2402,228,200,2026-07-01T02:02:09.916Z,sales-nsw
cooleys-creek-nsw-2729,"Cooleys Creek",2729,200,310,2026-07-01T02:02:09.916Z,sales-nsw
coolumbooka-nsw-2632,"Coolumbooka",2632,200,170,2026-07-01T02:02:09.916Z,rental-nsw
coolumburra-nsw-2622,"Coolumburra",2622,350,298,2026-07-01T02:02:09.916Z,rental-nsw
coomealla-nsw-2717,"Coomealla",2717,180,180,2026-07-01T02:02:09.916Z,sales-nsw
coonabarabran-nsw-2357,"Coonabarabran",2357,206,210,2026-07-01T02:02:09.916Z,sales-nsw
coonamble-nsw-2829,"Coonamble",2829,190,190,2026-07-01T02:02:09.916Z,sales-nsw
cooneys-creek-nsw-2726,"Cooneys Creek",2726,185,157,2026-07-01T02:02:09.916Z,rental-nsw
coongbar-nsw-2469,"Coongbar",2469,240,204,2026-07-01T02:02:09.916Z,rental-nsw
coonong-nsw-2645,"Coonong",2645,110,94,2026-07-01T02:02:09.916Z,rental-nsw
cooperabung-nsw-2441,"Cooperabung",2441,290,400,2026-07-01T02:02:09.916Z,sales-nsw
coopernook-nsw-2426,"Coopernook",2426,300,305,2026-07-01T02:02:09.916Z,sales-nsw
cooplacurripa-nsw-2424,"Cooplacurripa",2424,235,130,2026-07-01T02:02:09.916Z,sales-nsw
copi-hollow-nsw-2879,"Copi Hollow",2879,176,150,2026-07-01T02:02:09.916Z,rental-nsw
coppabella-nsw-2644,"Coppabella",2644,200,170,2026-07-01T02:02:09.916Z,rental-nsw
coraki-nsw-2471,"Coraki",2471,300,300,2026-07-01T02:02:09.916Z,sales-nsw
corang-nsw-2622,"Corang",2622,350,298,2026-07-01T02:02:09.916Z,sales-nsw
coree-south-nsw-2716,"Coree South",2716,175,149,2026-07-01T02:02:09.916Z,rental-nsw
corrong-nsw-2711,"Corrong",2711,175,149,2026-07-01T02:02:09.916Z,rental-nsw
corrowong-nsw-2633,"Corrowong",2633,150,128,2026-07-01T02:02:09.916Z,rental-nsw
cottage-point-nsw-2084,"Cottage Point",2084,600,607,2026-07-01T02:02:09.916Z,sales-nsw
cottawalla-nsw-2583,"Cottawalla",2583,270,230,2026-07-01T02:02:09.916Z,rental-nsw
coxs-creek-nsw-2849,"Coxs Creek",2849,270,50,2026-07-01T02:02:09.916Z,rental-nsw
coxs-crown-nsw-2849,"Coxs Crown",2849,270,230,2026-07-01T02:02:09.916Z,rental-nsw
craigie-nsw-2632,"Craigie",2632,200,200,2026-07-01T02:02:09.916Z,sales-nsw
crawney-nsw-2338,"Crawney",2338,250,375,2026-07-01T02:02:09.916Z,sales-nsw
creewah-nsw-2631,"Creewah",2631,260,221,2026-07-01T02:02:09.916Z,sales-nsw
crooked-corner-nsw-2583,"Crooked Corner",2583,270,125,2026-07-01T02:02:09.916Z,sales-nsw
crookwell-nsw-2583,"Crookwell",2583,270,280,2026-07-01T02:02:09.916Z,sales-nsw
croppa-creek-nsw-2411,"Croppa Creek",2411,200,200,2026-07-01T02:02:09.916Z,rental-nsw
crossmaglen-nsw-2441,"Crossmaglen",2441,290,247,2026-07-01T02:02:09.916Z,rental-nsw
crowther-nsw-2803,"Crowther",2803,200,300,2026-07-01T02:02:09.916Z,sales-nsw
cryon-nsw-2832,"Cryon",2832,175,149,2026-07-01T02:02:09.916Z,rental-nsw
cudal-nsw-2864,"Cudal",2864,265,256,2026-07-01T02:02:09.916Z,sales-nsw
cullerin-nsw-2581,"Cullerin",2581,300,240,2026-07-01T02:02:09.916Z,rental-nsw
cullinga-nsw-2588,"Cullinga",2588,200,170,2026-07-01T02:02:09.916Z,rental-nsw
cullivel-nsw-2645,"Cullivel",2645,110,94,2026-07-01T02:02:09.916Z,rental-nsw
culmaran-creek-nsw-2469,"Culmaran Creek",2469,240,174,2026-07-01T02:02:09.916Z,sales-nsw
cumborah-nsw-2832,"Cumborah",2832,175,50,2026-07-01T02:02:09.916Z,sales-nsw
cumnock-nsw-2867,"Cumnock",2867,210,220,2026-07-01T02:02:09.916Z,sales-nsw
cundle-flat-nsw-2424,"Cundle Flat",2424,235,200,2026-07-01T02:02:09.916Z,sales-nsw
cunningar-nsw-2587,"Cunningar",2587,220,270,2026-07-01T02:02:09.916Z,rental-nsw
cunninyeuk-nsw-2734,"Cunninyeuk",2734,275,234,2026-07-01T02:02:09.916Z,rental-nsw
curban-nsw-2827,"Curban",2827,200,180,2026-07-01T02:02:09.916Z,rental-nsw
curlewis-nsw-2381,"Curlewis",2381,250,290,2026-07-01T02:02:09.916Z,sales-nsw
curlew-waters-nsw-2672,"Curlew Waters",2672,160,136,2026-07-01T02:02:09.916Z,rental-nsw
curlwaa-nsw-2648,"Curlwaa",2648,200,200,2026-07-01T02:02:09.916Z,sales-nsw
currabubula-nsw-2342,"Currabubula",2342,255,270,2026-07-01T02:02:09.916Z,sales-nsw
dabee-nsw-2849,"Dabee",2849,270,155,2026-07-01T02:02:09.916Z,rental-nsw
dalton-nsw-2581,"Dalton",2581,300,300,2026-07-01T02:02:09.916Z,sales-nsw
dandaloo-nsw-2823,"Dandaloo",2823,180,153,2026-07-01T02:02:09.916Z,rental-nsw
dandry-nsw-2357,"Dandry",2357,206,175,2026-07-01T02:02:09.916Z,sales-nsw
dangar-island-nsw-2083,"Dangar Island",2083,429,420,2026-07-01T02:02:09.916Z,sales-nsw
darbalara-nsw-2722,"Darbalara",2722,220,325,2026-07-01T02:02:09.916Z,sales-nsw
darbys-falls-nsw-2793,"Darbys Falls",2793,185,220,2026-07-01T02:02:09.916Z,sales-nsw
dareton-nsw-2717,"Dareton",2717,180,178,2026-07-01T02:02:09.916Z,sales-nsw
dargan-nsw-2786,"Dargan",2786,380,323,2026-07-01T02:02:09.916Z,sales-nsw
darlington-point-nsw-2706,"Darlington Point",2706,200,200,2026-07-01T02:02:09.916Z,sales-nsw
darlow-nsw-2729,"Darlow",2729,200,170,2026-07-01T02:02:09.916Z,rental-nsw
dartbrook-nsw-2336,"Dartbrook",2336,270,270,2026-07-01T02:02:09.916Z,rental-nsw
davis-creek-nsw-2336,"Davis Creek",2336,270,230,2026-07-01T02:02:09.916Z,rental-nsw
deep-creek-nsw-2469,"Deep Creek",2469,240,204,2026-07-01T02:02:09.916Z,sales-nsw
deepwater-nsw-2371,"Deepwater",2371,163,200,2026-07-01T02:02:09.916Z,sales-nsw
deer-vale-nsw-2453,"Deer Vale",2453,280,280,2026-07-01T02:02:09.916Z,rental-nsw
delegate-nsw-2633,"Delegate",2633,150,150,2026-07-01T02:02:09.916Z,sales-nsw
delungra-nsw-2403,"Delungra",2403,200,200,2026-07-01T02:02:09.916Z,sales-nsw
demondrille-nsw-2587,"Demondrille",2587,220,187,2026-07-01T02:02:09.916Z,rental-nsw
derriwong-nsw-2877,"Derriwong",2877,200,183,2026-07-01T02:02:09.916Z,rental-nsw
dhuragoon-nsw-2733,"Dhuragoon",2733,150,250,2026-07-01T02:02:09.916Z,rental-nsw
diggers-camp-nsw-2462,"Diggers Camp",2462,280,238,2026-07-01T02:02:09.916Z,sales-nsw
dilpurra-nsw-2734,"Dilpurra",2734,275,234,2026-07-01T02:02:09.916Z,rental-nsw
dinoga-nsw-2404,"Dinoga",2404,200,225,2026-07-01T02:02:09.916Z,sales-nsw
dorrigo-mountain-nsw-2453,"Dorrigo Mountain",2453,280,290,2026-07-01T02:02:09.916Z,sales-nsw
dorrigo-north-nsw-2453,"Dorrigo North",2453,280,238,2026-07-01T02:02:09.916Z,rental-nsw
dorrigo-nsw-2453,"Dorrigo",2453,280,300,2026-07-01T02:02:09.916Z,sales-nsw
douglas-park-nsw-2569,"Douglas Park",2569,446,446,2026-07-01T02:02:09.916Z,sales-nsw
drake-nsw-2469,"Drake",2469,240,300,2026-07-01T02:02:09.916Z,sales-nsw
drake-village-nsw-2469,"Drake Village",2469,240,180,2026-07-01T02:02:09.916Z,sales-nsw
drildool-nsw-2386,"Drildool",2386,110,50,2026-07-01T02:02:09.916Z,rental-nsw
duck-creek-nsw-2469,"Duck Creek",2469,240,240,2026-07-01T02:02:09.916Z,sales-nsw
duffys-forest-nsw-2084,"Duffys Forest",2084,600,625,2026-07-01T02:02:09.916Z,sales-nsw
dundurrabin-nsw-2453,"Dundurrabin",2453,280,175,2026-07-01T02:02:09.916Z,sales-nsw
dunedoo-nsw-2844,"Dunedoo",2844,200,200,2026-07-01T02:02:09.916Z,sales-nsw
dungeree-nsw-2849,"Dungeree",2849,270,230,2026-07-01T02:02:09.916Z,rental-nsw
dunville-loop-nsw-2849,"Dunville Loop",2849,270,230,2026-07-01T02:02:09.916Z,rental-nsw
duri-nsw-2344,"Duri",2344,320,320,2026-07-01T02:02:09.916Z,sales-nsw
durran-durra-nsw-2622,"Durran Durra",2622,350,430,2026-07-01T02:02:09.916Z,sales-nsw
east-coraki-nsw-2471,"East Coraki",2471,300,325,2026-07-01T02:02:09.916Z,sales-nsw
east-gresford-nsw-2311,"East Gresford",2311,270,280,2026-07-01T02:02:09.916Z,sales-nsw
ebor-nsw-2453,"Ebor",2453,280,220,2026-07-01T02:02:09.916Z,sales-nsw
eccleston-nsw-2311,"Eccleston",2311,270,88,2026-07-01T02:02:09.916Z,rental-nsw
edwardstown-nsw-2722,"Edwardstown",2722,220,187,2026-07-01T02:02:09.916Z,rental-nsw
