id,suburbSlug,suburbName,postcode,state,period,periodDate,medianRentHouse,medianRentUnit,medianRent3Bed,medianRent2Bed,medianRent1Bed,bondLodgements,source,createdAt,updatedAt
"cmopednrm00232aevdu3g2h0a","sunbury-vic-3429","Sunbury","","VIC","2025-Q3",2025-09-01T00:00:00.000Z,"520",,,,,,"rental-vic",2026-05-03T06:36:32.530Z,2026-05-03T06:36:32.530Z
"cmopedluy001m2aev97cud6a7","sunshine-vic-3020","Sunshine","","VIC","2025-Q3",2025-09-01T00:00:00.000Z,"480",,,,,,"rental-vic",2026-05-03T06:36:30.058Z,2026-05-03T06:36:30.058Z
"cmopedv3a003v2aevr2z7e6et","swan-hill-vic-3585","Swan Hill","","VIC","2025-Q3",2025-09-01T00:00:00.000Z,"430",,,,,,"rental-vic",2026-05-03T06:36:42.022Z,2026-05-03T06:36:42.022Z
"cmopedlyn001n2aevchzbigbj","sydenham-vic-3037","Sydenham","","VIC","2025-Q3",2025-09-01T00:00:00.000Z,"500",,,,,,"rental-vic",2026-05-03T06:36:30.191Z,2026-05-03T06:36:30.191Z
"cmopedp1j002e2aevve0ahmth",,"Thomastown-Lalor","","VIC","2025-Q3",2025-09-01T00:00:00.000Z,"500",,,,,,"rental-vic",2026-05-03T06:36:34.183Z,2026-05-03T06:36:34.183Z
"cmopedp7d002f2aevw18p8uh8","thornbury-vic-3071","Thornbury","","VIC","2025-Q3",2025-09-01T00:00:00.000Z,"525",,,,,,"rental-vic",2026-05-03T06:36:34.393Z,2026-05-03T06:36:34.393Z
"cmopedhj6000l2aev8r4sjklc","toorak-vic-3142","Toorak","","VIC","2025-Q3",2025-09-01T00:00:00.000Z,"688",,,,,,"rental-vic",2026-05-03T06:36:24.450Z,2026-05-03T06:36:24.450Z
"cmopedv78003w2aev36qwq52f","torquay-vic-3228","Torquay","","VIC","2025-Q3",2025-09-01T00:00:00.000Z,"685",,,,,,"rental-vic",2026-05-03T06:36:42.164Z,2026-05-03T06:36:42.164Z
"cmopedvaz003x2aev6zzecm1b","traralgon-vic-3844","Traralgon","","VIC","2025-Q3",2025-09-01T00:00:00.000Z,"450",,,,,,"rental-vic",2026-05-03T06:36:42.299Z,2026-05-03T06:36:42.299Z
"cmopedjln00122aev4230j6hb",,"Vermont-Forest Hill-Burwood East","","VIC","2025-Q3",2025-09-01T00:00:00.000Z,"650",,,,,,"rental-vic",2026-05-03T06:36:27.131Z,2026-05-03T06:36:27.131Z
"cmopedvf3003y2aevyeskzqkk",,"Wanagaratta","","VIC","2025-Q3",2025-09-01T00:00:00.000Z,"420",,,,,,"rental-vic",2026-05-03T06:36:42.447Z,2026-05-03T06:36:42.447Z
"cmopedq36002n2aev7vnnmuh9",,"Wantirna-Scoresby","","VIC","2025-Q3",2025-09-01T00:00:00.000Z,"620",,,,,,"rental-vic",2026-05-03T06:36:35.538Z,2026-05-03T06:36:35.538Z
"cmopedvji003z2aevlmr1u5vv","warragul-vic-3820","Warragul","","VIC","2025-Q3",2025-09-01T00:00:00.000Z,"550",,,,,,"rental-vic",2026-05-03T06:36:42.606Z,2026-05-03T06:36:42.606Z
"cmopedvnp00402aevfhd1s4bu","warrnambool-vic-3280","Warrnambool","","VIC","2025-Q3",2025-09-01T00:00:00.000Z,"500",,,,,,"rental-vic",2026-05-03T06:36:42.757Z,2026-05-03T06:36:42.757Z
"cmopedsvz003c2aevzepfuzdn",,"Wendouree-Alfredton","","VIC","2025-Q3",2025-09-01T00:00:00.000Z,"440",,,,,,"rental-vic",2026-05-03T06:36:39.167Z,2026-05-03T06:36:39.167Z
"cmopedm2q001o2aevipdrclm0",,"Werribee-Hoppers Crossing","","VIC","2025-Q3",2025-09-01T00:00:00.000Z,"490",,,,,,"rental-vic",2026-05-03T06:36:30.338Z,2026-05-03T06:36:30.338Z
"cmopednvt00242aevp0b0kg00",,"West Brunswick","","VIC","2025-Q3",2025-09-01T00:00:00.000Z,"480",,,,,,"rental-vic",2026-05-03T06:36:32.681Z,2026-05-03T06:36:32.681Z
"cmopedm6m001p2aev7n3t45zn","west-footscray-vic-3012","West Footscray","","VIC","2025-Q3",2025-09-01T00:00:00.000Z,"550",,,,,,"rental-vic",2026-05-03T06:36:30.478Z,2026-05-03T06:36:30.478Z
"cmopedpb9002g2aev95s48s9g","whittlesea-vic-3757","Whittlesea","","VIC","2025-Q3",2025-09-01T00:00:00.000Z,"540",,,,,,"rental-vic",2026-05-03T06:36:34.533Z,2026-05-03T06:36:34.533Z
"cmopedmal001q2aev025w211h","williamstown-vic-3016","Williamstown","","VIC","2025-Q3",2025-09-01T00:00:00.000Z,"670",,,,,,"rental-vic",2026-05-03T06:36:30.621Z,2026-05-03T06:36:30.621Z
"cmopedvry00412aevn7cfk1ts","wodonga-vic-3690","Wodonga","","VIC","2025-Q3",2025-09-01T00:00:00.000Z,"500",,,,,,"rental-vic",2026-05-03T06:36:42.910Z,2026-05-03T06:36:42.910Z
"cmopedq79002o2aevd9f6oz63",,"Yarra Ranges","","VIC","2025-Q3",2025-09-01T00:00:00.000Z,"580",,,,,,"rental-vic",2026-05-03T06:36:35.685Z,2026-05-03T06:36:35.685Z
"cmopedmee001r2aevbko9oure",,"Yarraville-Seddon","","VIC","2025-Q3",2025-09-01T00:00:00.000Z,"620",,,,,,"rental-vic",2026-05-03T06:36:30.758Z,2026-05-03T06:36:30.758Z
