slug,state,postcode,population,medianAge,sharedInPostcode
wonna-sa-5419,SA,5419,245,45,3
lake-eppalock-vic-3551,VIC,3551,35614,37,15
myola-station-sa-5611,SA,5611,125,54,7
lakewood-wa-6431,WA,6431,935,33,5
point-wilson-vic-3212,VIC,3212,19272,37,1
yenda-qld-4625,QLD,4625,2681,48,7
wahpunga-qld-4571,QLD,4571,903,49,2
tanjil-vic-3825,VIC,3825,21078,45,12
swan-island-vic-3225,VIC,3225,5408,61,3
moroka-vic-3860,VIC,3860,7455,43,11
koorool-vic-3860,VIC,3860,7455,43,11
toolome-vic-3860,VIC,3860,7455,43,11
nowra-north-nsw-2541,NSW,2541,28038,40,3
flamingo-beach-vic-3851,VIC,3851,6231,47,7
newbridge-vic-3551,VIC,3551,35614,37,15
robinvale-irrigation-district-section-d-vic-3549,VIC,3549,4017,36,6
green-gully-vic-3462,VIC,3462,1230,53,3
carina-vic-3512,VIC,3512,369,47,2
wahoon-qld-4625,QLD,4625,2681,48,7
killingworth-vic-3717,VIC,3717,3544,53,3
aire-valley-vic-3237,VIC,3237,276,51,3
connangorach-vic-3401,VIC,3401,4596,44,11
coopers-creek-vic-3825,VIC,3825,21078,45,12
ballarat-west-vic-3350,VIC,3350,66022,39,10
lake-alexandrina-sa-5259,SA,5259,1111,49,5
belmont-qld-4153,QLD,4153,4498,39,2
oxley-vic-3678,VIC,3678,6568,48,5
indigo-vic-3683,VIC,3683,1748,50,1
indigo-upper-vic-3688,VIC,3688,1334,42,1
paradise-vic-3477,VIC,3477,817,54,6
waranga-vic-3612,VIC,3612,1801,55,3
happy-valley-vic-3360,VIC,3360,803,48,2
cassilis-vic-3898,VIC,3898,705,52,4
gordon-tas-7150,TAS,7150,3191,50,4
campaspe-west-vic-3564,VIC,3564,17080,45,6
blackheath-vic-3401,VIC,3401,4596,44,11
darling-vic-3145,VIC,3145,23594,38,4
berrambool-vic-3379,VIC,3379,749,52,3
big-hill-vic-3231,VIC,3231,1571,56,1
hawksburn-vic-3142,VIC,3142,12817,47,2
brumby-vic-3885,VIC,3885,1876,47,4
waverley-gardens-vic-3170,VIC,3170,19889,40,2
benalla-west-vic-3672,VIC,3672,10822,51,2
stony-creek-vic-3957,VIC,3957,310,41,2
hurdle-flat-vic-3747,VIC,3747,5054,49,5
tantaraboo-vic-3764,VIC,3764,10578,41,2
forbes-vic-3764,VIC,3764,10578,41,2
east-yeoburn-vic-3579,VIC,3579,5450,50,6
myall-vic-3579,VIC,3579,5450,50,6
johnstones-hill-vic-3870,VIC,3870,1319,50,3
watgania-vic-3379,VIC,3379,749,52,3
granite-flat-vic-3701,VIC,3701,1101,53,4
nine-mile-vic-3518,VIC,3518,1321,56,4
prairie-vic-3572,VIC,3572,137,48,3
branditt-vic-3631,VIC,3631,14605,38,5
newington-vic-3350,VIC,3350,66022,39,10
carlton-vic-3053,VIC,3053,16034,27,2
kensington-vic-3031,VIC,3031,17772,35,1
armidale-dc-nsw-2350,NSW,2350,26911,36,19
burwood-vic-3125,VIC,3125,15147,34,3
clarendon-vic-3352,VIC,3352,18922,40,14
mount-mitchell-vic-3352,VIC,3352,18922,40,14
enfield-vic-3352,VIC,3352,18922,40,14
bright-vic-3741,VIC,3741,3426,48,3
booral-qld-4655,QLD,4655,66789,51,10
ghost-hill-qld-4655,QLD,4655,66789,51,10
happy-valley-qld-4655,QLD,4655,66789,51,10
havillah-vic-3737,VIC,3737,4426,50,4
havilah-vic-3737,VIC,3737,4426,50,4
rochester-west-vic-3561,VIC,3561,4498,49,5
rochester-vic-3561,VIC,3561,4498,49,5
selwyn-vic-3737,VIC,3737,4426,50,4
mount-scobie-vic-3620,VIC,3620,8340,46,3
taripta-vic-3620,VIC,3620,8340,46,3
creighton-vic-3666,VIC,3666,5142,54,1
mortchup-vic-3351,VIC,3351,9106,41,5
laverton-vic-3028,VIC,3028,28191,38,1
deer-park-north-vic-3023,VIC,3023,67146,35,2
doncaster-heights-vic-3109,VIC,3109,30926,41,4
southland-centre-vic-3192,VIC,3192,24129,40,5
wongungarra-vic-3862,VIC,3862,3547,42,8
shannonvale-vic-3898,VIC,3898,705,52,4
kulwin-vic-3490,VIC,3490,1292,53,1
beulah-vic-3395,VIC,3395,350,54,3
sandy-point-vic-3959,VIC,3959,1223,53,3
speewa-vic-3585,VIC,3585,11508,38,3
lone-pine-vic-3691,VIC,3691,12771,36,9
moorabbin-east-vic-3189,VIC,3189,6287,39,3
kerrimuir-vic-3129,VIC,3129,17946,39,1
runnymede-vic-3559,VIC,3559,563,51,3
arapiles-vic-3409,VIC,3409,987,50,4
eskdale-vic-3701,VIC,3701,1101,53,4
buckland-vic-3740,VIC,3740,1183,46,1
merrijig-vic-3723,VIC,3723,3727,47,5
sandown-village-vic-3171,VIC,3171,22174,36,2
darkbonee-vic-3478,VIC,3478,2584,53,6
killara-vic-3312,VIC,3312,1023,49,3
walmer-vic-3463,VIC,3463,2588,57,4
woolshed-flat-vic-3518,VIC,3518,1321,56,4
budgee-budgee-vic-3862,VIC,3862,3547,42,8
lake-mokoan-vic-3673,VIC,3673,1818,52,3
elberton-vic-3478,VIC,3478,2584,53,6
goldsborough-vic-3472,VIC,3472,1492,56,3
mildura-centre-plaza-vic-3501,VIC,3501,2146,40,2
springfield-vic-3544,VIC,3544,252,45,2
maldon-vic-3463,VIC,3463,2588,57,4
ultima-east-vic-3544,VIC,3544,252,45,2
great-southern-vic-3685,VIC,3685,2935,49,6
jilpanger-vic-3401,VIC,3401,4596,44,11
shallow-inlet-vic-3960,VIC,3960,2715,58,4
robinvale-irrigation-district-section-b-vic-3549,VIC,3549,4017,36,6
robinvale-irrigation-district-section-c-vic-3549,VIC,3549,4017,36,6
lake-tyrrell-vic-3533,VIC,3533,744,51,3
invergordon-south-vic-3634,VIC,3634,1888,42,1
martins-creek-vic-3888,VIC,3888,3502,54,7
glengarry-vic-3854,VIC,3854,1478,41,1
deep-creek-nsw-2460-corryong-vic-3707,VIC,3707,1871,52,1
baynton-east-vic-3444,VIC,3444,10066,47,8
corop-west-vic-3558,VIC,3558,971,52,2
kangaroo-flat-vic-3555,VIC,3555,21043,42,4
swan-bay-vic-3225,VIC,3225,5408,61,3
woohlpooer-vic-3314,VIC,3314,569,45,2
little-river-vic-3211,VIC,3211,1353,42,1
riverside-vic-3401,VIC,3401,4596,44,11
shelley-vic-3701,VIC,3701,1101,53,4
haydens-bog-vic-3888,VIC,3888,3502,54,7
teesdale-vic-3328,VIC,3328,2308,37,1
derby-vic-3516,VIC,3516,722,47,2
browns-plains-vic-3685,VIC,3685,2935,49,6
walkerville-vic-3956,VIC,3956,3037,51,3
wodonga-forward-vic-3691,VIC,3691,12771,36,9
wodonga-plaza-vic-3690,VIC,3690,35051,39,1
venus-bay-vic-3956,VIC,3956,3037,51,3
st-kilda-road-central-vic-3004,VIC,3004,11482,37,3
domain-road-po-vic-3141,VIC,3141,25028,33,3
central-park-vic-3145,VIC,3145,23594,38,4
camberwell-south-vic-3124,VIC,3124,21965,43,6
caulfield-junction-vic-3161,VIC,3161,16903,37,2
garden-city-vic-3207,VIC,3207,17633,42,2
cotham-vic-3101,VIC,3101,24499,41,2
richmond-east-vic-3121,VIC,3121,31534,34,7
woods-point-vic-3723,VIC,3723,3727,47,5
sandford-vic-3312,VIC,3312,1023,49,3
wanalta-vic-3612,VIC,3612,1801,55,3
ky-west-vic-3621,VIC,3621,2437,41,3
echuca-east-vic-3564,VIC,3564,17080,45,6
longwood-vic-3665,VIC,3665,397,51,2
fortescue-tas-7182,TAS,7182,247,57,3
moora-vic-3612,VIC,3612,1801,55,3
porcupine-flat-vic-3463,VIC,3463,2588,57,4
falls-creek-vic-3699,VIC,3699,1242,41,2
nillahcootie-vic-3723,VIC,3723,3727,47,5
mirboo-east-vic-3870,VIC,3870,1319,50,3
port-arthur-tas-7182,TAS,7182,247,57,3
cherrilong-vic-3874,VIC,3874,610,58,3
woodside-north-vic-3874,VIC,3874,610,58,3
woorarra-vic-3962,VIC,3962,954,54,3
gladfield-vic-3575,VIC,3575,842,46,3
uplands-vic-3900,VIC,3900,173,59,3
marthavale-vic-3875,VIC,3875,20015,46,12
ryans-vic-3875,VIC,3875,20015,46,12
victoria-gardens-vic-3121,VIC,3121,31534,34,7
richmond-north-vic-3121,VIC,3121,31534,34,7
malvern-vic-3144,VIC,3144,10763,44,2
south-australia-sa-5000,SA,5000,18202,31,10
brunswick-lower-vic-3056,VIC,3056,24912,34,3
collingwood-vic-3066,VIC,3066,9179,33,2
cross-keys-vic-3041,VIC,3041,13111,40,2
strathmore-vic-3041,VIC,3041,13111,40,2
south-melbourne-dc-vic-3205,VIC,3205,11548,39,2
windsor-vic-3181,VIC,3181,19636,34,2
limestone-vic-3717,VIC,3717,3544,53,3
brandon-park-vic-3150,VIC,3150,63298,43,1
grassy-spur-vic-3957,VIC,3957,310,41,2
buffalo-creek-vic-3958,VIC,3958,284,47,2
north-road-vic-3187,VIC,3187,16757,45,2
tranmere-tas-7018,TAS,7018,23450,42,2
northland-centre-vic-3072,VIC,3072,33790,37,8
preston-west-vic-3072,VIC,3072,33790,37,8
gilberton-vic-3072,VIC,3072,33790,37,8
preston-vic-3072,VIC,3072,33790,37,8
york-plains-tas-7120,TAS,7120,1892,52,4
karingal-vic-3199,VIC,3199,56127,40,4
seaford-vic-3198,VIC,3198,17215,40,2
watergardens-vic-3038,VIC,3038,26703,44,1
carlton-south-vic-3053,VIC,3053,16034,27,2
auburn-vic-3123,VIC,3123,14834,36,2
hawthorn-vic-3122,VIC,3122,22322,34,5
glenferrie-south-vic-3122,VIC,3122,22322,34,5
knockwood-vic-3723,VIC,3723,3727,52,5
toorongo-vic-3833,VIC,3833,340,56,6
cromer-vic-3193,VIC,3193,20207,48,4
lygon-street-north-vic-3057,VIC,3057,13262,33,2
woodbury-tas-7120,TAS,7120,1892,52,4
niddrie-north-vic-3042,VIC,3042,16763,40,1
houston-vic-3128,VIC,3128,22841,34,4
brunswick-north-vic-3056,VIC,3056,24912,34,3
sargood-vic-3858,VIC,3858,3125,46,15
huntingdale-vic-3166,VIC,3166,24753,37,1
altona-east-vic-3025,VIC,3025,12962,37,3
ferndale-vic-3821,VIC,3821,3142,44,3
buragwonduc-vic-3858,VIC,3858,3125,46,15
crookayan-vic-3858,VIC,3858,3125,46,15
reynard-vic-3858,VIC,3858,3125,46,15
brighton-road-vic-3184,VIC,3184,15153,38,2
chadstone-centre-vic-3148,VIC,3148,9552,35,4
mountain-view-vic-3988,VIC,3988,1094,42,1
weeragua-vic-3890,VIC,3890,335,53,2
douglas-vic-3409,VIC,3409,987,50,4
meereek-vic-3318,VIC,3318,1243,53,2
grass-flat-vic-3409,VIC,3409,987,50,4
glen-falloch-vic-3858,VIC,3858,3125,46,15
tunstall-square-po-vic-3109,VIC,3109,30926,41,4
ivanhoe-vic-3079,VIC,3079,17055,41,2
ivanhoe-north-vic-3079,VIC,3079,17055,41,2
tottenham-vic-3012,VIC,3012,27023,35,3
lillico-vic-3820,VIC,3820,20054,40,1
parkville-vic-3052,VIC,3052,7297,26,2
richmond-vic-3121,VIC,3121,31534,34,7
cheltenham-vic-3192,VIC,3192,24129,40,5
jamieson-vic-3723,VIC,3723,3727,47,5
stratford-vic-3862,VIC,3862,3547,42,8
beaufort-vic-3373,VIC,3373,2453,51,6
mortlake-vic-3272,VIC,3272,1641,48,1
charlton-vic-3525,VIC,3525,1369,55,2
sandringham-vic-3191,VIC,3191,10926,47,1
inglewood-vic-3517,VIC,3517,1497,52,3
fingal-vic-3939,VIC,3939,15900,50,2
dunkeld-vic-3294,VIC,3294,967,47,3
hopetoun-vic-3396,VIC,3396,694,56,3
cheltenham-east-vic-3192,VIC,3192,24129,40,5
collum-collum-nsw-2460,NSW,2460,31079,45,20
the-narrows-qld-4695,QLD,4695,1114,43,1
montrose-vic-3765,VIC,3765,6900,41,1
red-hill-vic-3937,VIC,3937,1717,52,1
seddon-vic-3011,VIC,3011,22278,34,2
mcphersons-crossing-nsw-2460,NSW,2460,31079,45,20
avoca-vic-3467,VIC,3467,1356,51,1
green-lake-vic-3401,VIC,3401,4596,44,11
pierce-creek-qld-4355,QLD,4355,2812,55,9
cheltenham-north-vic-3192,VIC,3192,24129,40,5
stanhope-vic-3623,VIC,3623,890,50,2
brooklyn-vic-3012,VIC,3012,27023,35,3
fawkner-north-vic-3060,VIC,3060,14274,35,3
keon-park-vic-3073,VIC,3073,51096,38,5
reservoir-vic-3073,VIC,3073,51096,38,5
glenroy-vic-3046,VIC,3046,36772,35,1
greenvale-vic-3059,VIC,3059,21274,35,1
frankston-east-vic-3199,VIC,3199,56127,40,4
karingal-centre-vic-3199,VIC,3199,56127,40,4
fountain-gate-vic-3805,VIC,3805,58600,35,1
beecroft-peninsula-nsw-2540,NSW,2540,48267,66,14
sunshine-vic-3020,VIC,3020,44372,37,4
glengala-vic-3020,VIC,3020,44372,37,4
bungil-vic-3691,VIC,3691,12771,36,9
lilydale-vic-3140,VIC,3140,17348,40,1
abbotsford-vic-3067,VIC,3067,9096,33,1
canterbury-vic-3126,VIC,3126,7773,46,2
mansfield-vic-3722,VIC,3722,5815,47,2
epping-vic-3076,VIC,3076,33489,35,2
robinson-vic-3019,VIC,3019,9682,34,3
simmie-vic-3564,VIC,3564,17080,45,6
arcadia-vic-3631,VIC,3631,14605,38,5
flynn-vic-3844,VIC,3844,31179,40,2
mildura-west-vic-3500,VIC,3500,34565,39,3
williams-raaf-vic-3027,VIC,3027,9448,31,3
melbourne-university-vic-3052,VIC,3052,7297,26,2
st-albans-vic-3021,VIC,3021,55112,37,2
benarch-vic-3630,VIC,3630,32151,38,5
branditt-vic-3630,VIC,3630,32151,38,5
st-clair-vic-3995,VIC,3995,11596,50,3
myrtle-creek-vic-3444,VIC,3444,10066,47,8
greenhill-vic-3444,VIC,3444,10066,47,8
lyal-vic-3444,VIC,3444,10066,47,8
baynton-vic-3444,VIC,3444,10066,47,8
plumpton-vic-3037,VIC,3037,51402,36,4
powlett-river-vic-3995,VIC,3995,11596,50,3
specimen-hill-vic-3555,VIC,3555,21043,42,4
broadlands-vic-3875,VIC,3875,20015,46,12
banksia-peninsula-vic-3875,VIC,3875,20015,46,12
wentworth-vic-3875,VIC,3875,20015,46,12
morwell-upper-vic-3840,VIC,3840,17225,44,4
maryvale-vic-3840,VIC,3840,17225,44,4
merrijig-vic-3875,VIC,3875,20015,46,12
hillside-vic-3875,VIC,3875,20015,46,12
eastwood-vic-3875,VIC,3875,20015,46,12
lucknow-vic-3875,VIC,3875,20015,46,12
sunset-strip-vic-3922,VIC,3922,10118,53,4
bendigo-south-vic-3550,VIC,3550,41839,40,7
woodvale-vic-3556,VIC,3556,14088,39,2
arnold-vic-3551,VIC,3551,35614,37,15
emu-creek-vic-3551,VIC,3551,35614,37,15
bendigo-forward-vic-3551,VIC,3551,35614,37,15
kimbolton-vic-3551,VIC,3551,35614,37,15
murphys-creek-vic-3551,VIC,3551,35614,37,15
mosquito-creek-vic-3551,VIC,3551,35614,37,15
myola-vic-3551,VIC,3551,35614,37,15
jericho-vic-3825,VIC,3825,21078,45,12
myola-east-vic-3551,VIC,3551,35614,37,15
epsom-vic-3551,VIC,3551,35614,37,15
diamond-hill-vic-3550,VIC,3550,41839,40,7
spring-gully-vic-3550,VIC,3550,41839,40,7
white-hills-vic-3550,VIC,3550,41839,40,7
ironbark-vic-3550,VIC,3550,41839,40,7
lalor-plaza-vic-3075,VIC,3075,23219,37,2
marengo-vic-3233,VIC,3233,2363,53,2
apollo-bay-vic-3233,VIC,3233,2363,53,2
boola-vic-3825,VIC,3825,21078,45,12
newborough-east-vic-3825,VIC,3825,21078,45,12
snowy-plain-nsw-2628,NSW,2628,2176,46,4
western-creek-tas-7304,TAS,7304,6265,49,5
thaloo-vic-3825,VIC,3825,21078,45,12
orford-vic-3284,VIC,3284,3860,51,1
reedy-creek-vic-3658,VIC,3658,6251,41,3
hazeldene-vic-3658,VIC,3658,6251,41,3
lavington-dc-nsw-2640,NSW,2640,39879,39,2
durah-qld-4413,QLD,4413,8675,35,8
flowerdale-vic-3658,VIC,3658,6251,41,3
paynesville-vic-3880,VIC,3880,4235,63,1
queensferry-vic-3984,VIC,3984,7374,45,2
corinella-vic-3984,VIC,3984,7374,45,2
yarrowee-vic-3357,VIC,3357,3797,45,3
crystal-creek-vic-3714,VIC,3714,3749,52,2
alexandra-vic-3714,VIC,3714,3749,52,2
scotsmans-lead-vic-3357,VIC,3357,3797,45,3
kobyboyn-vic-3660,VIC,3660,7842,46,5
stawell-west-vic-3380,VIC,3380,6220,47,3
hamilton-vic-3300,VIC,3300,10479,45,1
somerton-park-vic-3851,VIC,3851,6231,47,7
fulham-vic-3851,VIC,3851,6231,47,7
alma-vic-3465,VIC,3465,10111,51,9
timor-vic-3465,VIC,3465,10111,51,9
homebush-vic-3465,VIC,3465,10111,51,9
daisy-hill-vic-3465,VIC,3465,10111,51,9
tankerton-vic-3921,VIC,3921,139,52,2
tooronga-vic-3146,VIC,3146,26131,40,2
middle-park-vic-3206,VIC,3206,10043,46,2
belvedere-park-vic-3198,VIC,3198,17215,40,2
fitzroy-vic-3065,VIC,3065,10431,35,1
gin-gin-qld-4671,QLD,4671,6285,52,5
moreland-west-vic-3055,VIC,3055,14746,34,4
four-mile-creek-tas-7215,TAS,7215,4066,52,8
brandy-creek-vic-3821,VIC,3821,3142,44,3
dendy-vic-3186,VIC,3186,23252,48,4
toombon-vic-3825,VIC,3825,21078,45,12
cornwall-tas-7215,TAS,7215,4066,52,8
seymour-tas-7215,TAS,7215,4066,52,8
freycinet-tas-7215,TAS,7215,4066,54,8
dunearn-vic-3175,VIC,3175,53545,36,2
plenty-vic-3090,VIC,3090,2575,44,1
armadale-north-vic-3143,VIC,3143,9376,38,3
west-wellesley-islands-qld-4892,QLD,4892,5329,30,11
collingwood-north-vic-3066,VIC,3066,9179,33,2
prahran-east-vic-3181,VIC,3181,19636,34,2
black-rock-north-vic-3193,VIC,3193,20207,48,4
hotham-hill-vic-3051,VIC,3051,14953,31,2
surf-beach-vic-3922,VIC,3922,10118,53,4
warburton-vic-3799,VIC,3799,5951,46,2
winlaton-vic-3585,VIC,3585,11508,53,3
nap-nap-marra-vic-3860,VIC,3860,7455,43,11
monomak-vic-3860,VIC,3860,7455,43,11
wrathung-vic-3860,VIC,3860,7455,43,11
murwillumbah-south-nsw-2484,NSW,2484,20083,47,7
central-plateau-tas-7304,TAS,7304,6265,49,5
wrixon-vic-3860,VIC,3860,7455,43,11
killarney-vic-3283,VIC,3283,1423,45,2
broadwater-vic-3301,VIC,3301,1267,48,1
chandlers-creek-vic-3890,VIC,3890,335,65,2
north-shore-vic-3214,VIC,3214,24500,36,1
glanmire-qld-4570,QLD,4570,46427,46,15
glenwood-qld-4570,QLD,4570,46427,46,15
snake-island-vic-3971,VIC,3971,4195,54,2
elizabeth-island-vic-3921,VIC,3921,139,66,2
bom-bom-nsw-2460,NSW,2460,31079,57,20
lake-wellington-vic-3851,VIC,3851,6231,47,7
tamboritha-vic-3858,VIC,3858,3125,46,15
yangoura-vic-3858,VIC,3858,3125,46,15
bungaree-vic-3352,VIC,3352,18922,40,14
cocoroc-vic-3030,VIC,3030,119201,34,2
balfes-creek-qld-4820,QLD,4820,10732,41,8
marathon-qld-4821,QLD,4821,1451,41,2
gateway-island-vic-3691,VIC,3691,12771,51,9
killawarra-vic-3678,VIC,3678,6568,48,5
victory-heights-qld-4570,QLD,4570,46427,46,15
sandy-creek-qld-4570,QLD,4570,46427,46,15
northgate-mc-qld-4013,QLD,4013,4876,35,2
meunna-tas-7325,TAS,7325,9015,47,6
augustus-downs-qld-4830,QLD,4830,1739,26,5
sturt-qld-4829,QLD,4829,516,37,3
kowmung-nsw-2787,NSW,2787,4605,48,10
banyule-vic-3084,VIC,3084,27045,41,1
seddon-west-vic-3011,VIC,3011,22278,34,2
fernvale-vic-3701,VIC,3701,1101,53,4
piersons-point-tas-7054,TAS,7054,9609,40,4
o-reilly-qld-4275,QLD,4275,3895,41,5
calder-park-vic-3037,VIC,3037,51402,36,4
booran-road-po-vic-3163,VIC,3163,32810,36,1
bald-rock-vic-3575,VIC,3575,842,46,3
woodstock-nsw-2360,NSW,2360,14995,42,3
monkey-mia-wa-6537,WA,6537,995,43,4
durack-qld-4077,QLD,4077,35805,32,8
trafalgar-vic-3824,VIC,3824,5438,43,2
deptford-vic-3875,VIC,3875,20015,46,12
tabberabbera-vic-3875,VIC,3875,20015,46,12
surrey-hills-south-vic-3125,VIC,3125,15147,34,3
woolenook-vic-3860,VIC,3860,7455,57,11
dutson-downs-vic-3851,VIC,3851,6231,47,7
ashbourne-vic-3442,VIC,3442,8586,46,3
fieldstone-vic-3024,VIC,3024,34004,31,1
kaleentha-nsw-2800,NSW,2800,48283,37,21
cairns-mc-qld-4872,QLD,4872,4248,49,8
toora-vic-3962,VIC,3962,954,54,3
simpson-vic-3266,VIC,3266,3047,47,1
forrest-vic-3236,VIC,3236,257,52,2
ferguson-vic-3237,VIC,3237,276,51,3
mirboo-south-vic-3956,VIC,3956,3037,51,3
brunswick-south-vic-3055,VIC,3055,14746,34,4
dawson-vic-3858,VIC,3858,3125,46,15
seaton-vic-3858,VIC,3858,3125,46,15
lake-moodemere-vic-3685,VIC,3685,2935,49,6
macarthur-vic-3286,VIC,3286,532,51,3
kancoona-south-vic-3691,VIC,3691,12771,36,9
ripponhurst-vic-3286,VIC,3286,532,51,3
puckapunyal-milpo-vic-3662,VIC,3662,1108,24,2
flowerdale-vic-3717,VIC,3717,3544,53,3
greens-creek-vic-3387,VIC,3387,289,48,2
tarwin-east-vic-3871,VIC,3871,3039,48,2
hampton-vic-3188,VIC,3188,18587,43,2
dixie-vic-3265,VIC,3265,2827,41,3
glen-iris-vic-3146,VIC,3146,26131,40,2
heathwood-df-qld-4110,QLD,4110,16461,32,4
masig-qld-4875,QLD,4875,7526,28,23
castleburn-vic-3862,VIC,3862,3547,42,8
puralka-vic-3311,VIC,3311,1707,58,3
balwyn-east-vic-3103,VIC,3103,15621,43,4
yarratt-forest-nsw-2429,NSW,2429,9650,51,6
greenwood-village-qld-4301,QLD,4301,36527,28,3
chapel-street-north-vic-3141,VIC,3141,25028,33,3
stoneleigh-vic-3373,VIC,3373,2453,51,6
wallan-east-vic-3756,VIC,3756,15931,33,2
bannockburn-vic-3331,VIC,3331,7202,36,3
germantown-vic-3741,VIC,3741,3426,48,3
rodborough-vic-3465,VIC,3465,10111,51,9
wandella-vic-3579,VIC,3579,5450,50,6
watsons-creek-vic-3097,VIC,3097,1536,44,1
lake-moogerah-qld-4310,QLD,4310,6017,50,5
mountain-gate-vic-3156,VIC,3156,38484,40,1
canberra-international-airport-act-2609,ACT,2609,1136,47,2
majura-act-2609,ACT,2609,1136,47,2
bellview-vic-3945,VIC,3945,1092,50,2
timbarra-vic-3885,VIC,3885,1876,47,4
cabanandra-vic-3888,VIC,3888,3502,54,7
five-ways-vic-3977,VIC,3977,117143,33,2
budgeree-east-vic-3870,VIC,3870,1319,50,3
redbank-vic-3477,VIC,3477,817,54,6
inkerman-vic-3472,VIC,3472,1492,56,3
greythorn-vic-3104,VIC,3104,21302,42,2
malvern-north-vic-3144,VIC,3144,10763,44,2
perkins-reef-vic-3463,VIC,3463,2588,57,4
brighton-north-vic-3186,VIC,3186,23252,48,4
durong-south-qld-4610,QLD,4610,15212,41,7
wattle-grove-qld-4610,QLD,4610,15212,41,7
kippax-centre-act-2615,ACT,2615,47356,36,3
soldiers-hill-qld-4825,QLD,4825,19299,31,25
rosebrook-vic-3285,VIC,3285,1255,47,3
fairbairn-raaf-act-2600,ACT,2600,8255,45,10
tuggeranong-act-2900,ACT,2900,4177,36,1
outalpa-sa-5440,SA,5440,169,49,38
tepco-station-sa-5440,SA,5440,169,49,38
weekeroo-sa-5440,SA,5440,169,49,38
nyapari-sa-0872,SA,0872,14676,29,9
booval-dc-qld-4304,QLD,4304,17815,37,3
lake-frome-sa-5440,SA,5440,169,49,38
pine-creek-station-sa-5440,SA,5440,169,49,38
newnes-plateau-nsw-2790,NSW,2790,15452,47,6
cleland-sa-5152,SA,5152,6389,62,2
stephenston-sa-5433,SA,5433,1304,53,1
manunda-station-sa-5440,SA,5440,169,49,38
wagoora-qld-4798,QLD,4798,691,47,2
oulnina-park-sa-5440,SA,5440,169,49,38
quinyambie-sa-5440,SA,5440,169,49,38
cooyerdoo-sa-5611,SA,5611,125,54,7
murputja-sa-0872,SA,0872,14676,29,9
silver-pinch-qld-4344,QLD,4344,2709,42,4
woodbine-qld-4343,QLD,4343,12173,36,4
tennyson-vic-3572,VIC,3572,137,48,3
yarramba-sa-5440,SA,5440,169,49,38
watinuma-sa-0872,SA,0872,14676,29,9
murray-gorge-nsw-2642,NSW,2642,5476,41,4
gray-tas-7215,TAS,7215,4066,52,8
jagumba-nsw-2642,NSW,2642,5476,41,4
runnymede-vic-3558,VIC,3558,971,52,2
gum-creek-station-sa-5730,SA,5730,115,43,14
kanangra-nsw-2787,NSW,2787,4605,48,10
subiaco-east-wa-6008,WA,6008,16131,40,1
claremont-north-wa-6010,WA,6010,18863,43,1
barneys-reef-nsw-2852,NSW,2852,3734,42,2
glengarry-wa-6023,WA,6023,15982,42,2
mitchell-qld-4465,QLD,4465,1263,44,2
elphinstone-qld-4361,QLD,4361,2654,49,4
calperum-station-sa-5341,SA,5341,7914,44,2
buccleuch-sa-5254,SA,5254,2502,44,2
mount-cooke-wa-6390,WA,6390,1673,42,5
girraween-qld-4382,QLD,4382,462,53,2
edinburgh-north-sa-5113,SA,5113,19570,58,5
wattle-creek-vic-3384,VIC,3384,608,52,3
longreach-qld-4730,QLD,4730,3177,39,10
mundoo-island-sa-5214,SA,5214,9557,62,1
orchid-beach-qld-4581,QLD,4581,1415,55,3
macleod-west-vic-3085,VIC,3085,14050,39,2
raglan-vic-3373,VIC,3373,2453,51,6
waterloo-vic-3373,VIC,3373,2453,51,6
bibra-lake-dc-wa-6163,WA,6163,54704,41,2
lowaldie-sa-5307,SA,5307,560,54,3
westfield-wa-6111,WA,6111,23639,41,3
douglas-vic-3401,VIC,3401,4596,44,11
billeroo-west-sa-5440,SA,5440,169,49,38
wharps-qld-4850,QLD,4850,10923,51,6
enfield-plaza-sa-5085,SA,5085,24786,34,1
jagungal-wilderness-nsw-2642,NSW,2642,5476,41,4
lincoln-national-park-sa-5607,SA,5607,5360,58,10
bulloo-creek-sa-5440,SA,5440,169,49,38
geehi-nsw-2642,NSW,2642,5476,41,4
loombah-nsw-2867,NSW,2867,636,41,2
flinders-chase-sa-5223,SA,5223,3734,48,4
warrendine-nsw-2800,NSW,2800,48283,37,21
north-cape-sa-5223,SA,5223,3734,63,4
danggali-sa-5417,SA,5417,1501,52,11
myall-vic-3533,VIC,3533,744,51,3
mount-stuart-qld-4811,QLD,4811,13688,36,4
coolangubra-nsw-2550,NSW,2550,16936,49,10
adelaide-bc-sa-5000,SA,5000,18202,31,10
dunkeld-qld-4465,QLD,4465,1263,44,2
bendering-wa-6367,WA,6367,332,50,2
south-caroling-wa-6383,WA,6383,935,55,2
boraning-wa-6391,WA,6391,1040,41,6
mundallio-sa-5700,SA,5700,11042,59,3
doongin-wa-6409,WA,6409,386,46,2
mitalie-sa-5602,SA,5602,1349,51,1
dynevor-qld-4492,QLD,4492,322,35,4
wandearah-sa-5523,SA,5523,1944,49,1
geelong-north-vic-3215,VIC,3215,21994,41,1
mares-run-nsw-2422,NSW,2422,5608,55,18
cells-river-nsw-2424,NSW,2424,480,54,4
ravenswood-tas-7250,TAS,7250,51133,41,9
kongolia-sa-5353,SA,5353,3922,47,1
winchester-wa-6517,WA,6517,407,43,2
