slug,name,postcode,medianRentHouse,medianRentUnit,rentalUpdatedAt,statsSource
dales-creek-vic-3341,"Dales Creek",3341,360,271,2026-05-03T06:36:43.056Z,rental-vic
dallas-vic-3047,"Dallas",3047,330,323,2026-05-03T06:36:43.056Z,sales-vic
dalmore-vic-3981,"Dalmore",3981,313,300,2026-05-03T06:36:43.056Z,rental-vic
daltons-bridge-vic-3568,"Daltons Bridge",3568,183,156,2026-05-03T06:36:43.056Z,rental-vic
dalyenong-vic-3477,"Dalyenong",3477,180,153,2026-05-03T06:36:43.056Z,rental-vic
dalyston-vic-3992,"Dalyston",3992,280,280,2026-05-03T06:36:43.056Z,sales-vic
dandenong-east-vic-3175,"Dandenong East",3175,321,273,2026-05-03T06:36:43.056Z,rental-vic
dandenong-south-vic-3175,"Dandenong South",3175,321,245,2026-05-03T06:36:43.056Z,rental-vic
dandongadale-vic-3737,"Dandongadale",3737,250,213,2026-05-03T06:36:43.056Z,rental-vic
dargo-vic-3862,"Dargo",3862,280,160,2026-05-03T06:36:43.056Z,rental-vic
darkbonee-vic-3478,"Darkbonee",3478,185,157,2026-05-03T06:36:43.056Z,rental-vic
darley-vic-3340,"Darley",3340,340,320,2026-05-03T06:36:43.056Z,sales-vic
darlimurla-vic-3871,"Darlimurla",3871,258,219,2026-05-03T06:36:43.056Z,rental-vic
darling-south-vic-3145,"Darling South",3145,416,354,2026-05-03T06:36:43.056Z,rental-vic
darlington-vic-3271,"Darlington",3271,160,136,2026-05-03T06:36:43.056Z,rental-vic
darling-vic-3145,"Darling",3145,416,354,2026-05-03T06:36:43.056Z,rental-vic
darnum-vic-3822,"Darnum",3822,300,307,2026-05-03T06:36:43.056Z,rental-vic
darraweit-guim-vic-3756,"Darraweit Guim",3756,360,261,2026-05-03T06:36:43.056Z,rental-vic
darriman-vic-3851,"Darriman",3851,205,174,2026-05-03T06:36:43.056Z,rental-vic
dartmoor-vic-3304,"Dartmoor",3304,180,153,2026-05-03T06:36:43.056Z,rental-vic
dartmouth-vic-3701,"Dartmouth",3701,190,200,2026-05-03T06:36:43.056Z,rental-vic
dawson-vic-3858,"Dawson",3858,216,184,2026-05-03T06:36:43.056Z,rental-vic
daylesford-vic-3460,"Daylesford",3460,331,331,2026-05-03T06:36:43.056Z,sales-vic
deakin-university-vic-3217,"Deakin University",3217,425,361,2026-05-03T06:36:43.056Z,rental-vic
deanside-vic-3336,"Deanside",3336,421,401,2026-05-03T06:36:43.056Z,sales-vic
deans-marsh-vic-3235,"Deans Marsh",3235,200,288,2026-05-03T06:36:43.056Z,rental-vic
dean-vic-3352,"Dean",3352,322,260,2026-05-03T06:36:43.056Z,rental-vic
dean-vic-3363,"Dean",3363,275,260,2026-05-03T06:36:43.056Z,rental-vic
deddick-valley-vic-3888,"Deddick Valley",3888,200,50,2026-05-03T06:36:43.056Z,rental-vic
dederang-vic-3691,"Dederang",3691,340,162,2026-05-03T06:36:43.056Z,rental-vic
deep-creek-nsw-2460-corryong-vic-3707,"Deep Creek Nsw 2460 Corryong",3707,200,170,2026-05-03T06:36:43.056Z,rental-vic
deepdene-dc-vic-3103,"Deepdene Dc",3103,460,391,2026-05-03T06:36:43.056Z,rental-vic
deepdene-vic-3103,"Deepdene",3103,460,391,2026-05-03T06:36:43.056Z,sales-vic
deep-lead-vic-3381,"Deep Lead",3381,250,450,2026-05-03T06:36:43.056Z,rental-vic
deep-lead-vic-3385,"Deep Lead",3385,196,450,2026-05-03T06:36:43.056Z,rental-vic
deer-park-east-vic-3022,"Deer Park East",3022,340,289,2026-05-03T06:36:43.056Z,rental-vic
deer-park-north-vic-3023,"Deer Park North",3023,381,324,2026-05-03T06:36:43.056Z,rental-vic
delahey-vic-3037,"Delahey",3037,370,350,2026-05-03T06:36:43.056Z,sales-vic
delatite-vic-3723,"Delatite",3723,273,150,2026-05-03T06:36:43.056Z,rental-vic
delburn-vic-3871,"Delburn",3871,258,220,2026-05-03T06:36:43.056Z,rental-vic
delegate-river-east-vic-3888,"Delegate River East",3888,200,170,2026-05-03T06:36:43.056Z,rental-vic
delegate-river-vic-3888,"Delegate River",3888,200,170,2026-05-03T06:36:43.056Z,rental-vic
dellicknora-vic-3888,"Dellicknora",3888,200,170,2026-05-03T06:36:43.056Z,rental-vic
dendy-vic-3186,"Dendy",3186,600,510,2026-05-03T06:36:43.056Z,rental-vic
denicull-creek-vic-3377,"Denicull Creek",3377,250,213,2026-05-03T06:36:43.056Z,rental-vic
denison-vic-3858,"Denison",3858,216,200,2026-05-03T06:36:43.056Z,rental-vic
dennington-vic-3280,"Dennington",3280,295,370,2026-05-03T06:36:43.056Z,sales-vic
denver-vic-3461,"Denver",3461,305,350,2026-05-03T06:36:43.056Z,rental-vic
deptford-vic-3875,"Deptford",3875,280,238,2026-05-03T06:36:43.056Z,rental-vic
derby-vic-3516,"Derby",3516,208,177,2026-05-03T06:36:43.056Z,rental-vic
dereel-vic-3352,"Dereel",3352,322,300,2026-05-03T06:36:43.056Z,rental-vic
dergholm-vic-3312,"Dergholm",3312,120,130,2026-05-03T06:36:43.056Z,rental-vic
derrimut-vic-3026,"Derrimut",3026,397,400,2026-05-03T06:36:43.056Z,sales-vic
derrinallum-vic-3325,"Derrinallum",3325,150,170,2026-05-03T06:36:43.056Z,rental-vic
derrinal-vic-3523,"Derrinal",3523,255,320,2026-05-03T06:36:43.056Z,rental-vic
devenish-vic-3726,"Devenish",3726,231,245,2026-05-03T06:36:43.056Z,rental-vic
devils-river-vic-3714,"Devils River",3714,250,213,2026-05-03T06:36:43.056Z,rental-vic
devon-meadows-vic-3977,"Devon Meadows",3977,380,392,2026-05-03T06:36:43.056Z,rental-vic
devon-north-vic-3971,"Devon North",3971,236,250,2026-05-03T06:36:43.056Z,rental-vic
dewhurst-vic-3808,"Dewhurst",3808,350,300,2026-05-03T06:36:43.056Z,rental-vic
dhurringile-vic-3610,"Dhurringile",3610,231,215,2026-05-03T06:36:43.056Z,rental-vic
diamond-creek-vic-3089,"Diamond Creek",3089,430,430,2026-05-03T06:36:43.056Z,sales-vic
diamond-hill-vic-3550,"Diamond Hill",3550,285,242,2026-05-03T06:36:43.056Z,rental-vic
digby-vic-3309,"Digby",3309,120,120,2026-05-03T06:36:43.056Z,rental-vic
diggers-rest-vic-3427,"Diggers Rest",3427,397,397,2026-05-03T06:36:43.056Z,sales-vic
diggora-vic-3561,"Diggora",3561,213,200,2026-05-03T06:36:43.056Z,rental-vic
diggora-west-vic-3561,"Diggora West",3561,213,181,2026-05-03T06:36:43.056Z,rental-vic
dimboola-vic-3414,"Dimboola",3414,165,170,2026-05-03T06:36:43.056Z,sales-vic
dingee-vic-3571,"Dingee",3571,100,100,2026-05-03T06:36:43.056Z,rental-vic
dingley-village-vic-3172,"Dingley Village",3172,371,450,2026-05-03T06:36:43.056Z,sales-vic
dingwall-vic-3579,"Dingwall",3579,200,215,2026-05-03T06:36:43.056Z,rental-vic
dinner-plain-vic-3898,"Dinner Plain",3898,231,269,2026-05-03T06:36:43.056Z,rental-vic
dixie-vic-3265,"Dixie",3265,200,170,2026-05-03T06:36:43.056Z,rental-vic
dixons-creek-vic-3775,"Dixons Creek",3775,380,330,2026-05-03T06:36:43.056Z,rental-vic
dobie-vic-3377,"Dobie",3377,250,346,2026-05-03T06:36:43.056Z,rental-vic
dockers-plains-vic-3678,"Dockers Plains",3678,250,195,2026-05-03T06:36:43.056Z,rental-vic
docker-vic-3678,"Docker",3678,250,250,2026-05-03T06:36:43.056Z,rental-vic
doctors-flat-vic-3895,"Doctors Flat",3895,150,128,2026-05-03T06:36:43.056Z,rental-vic
dollar-vic-3871,"Dollar",3871,258,258,2026-05-03T06:36:43.056Z,rental-vic
domain-road-po-vic-3141,"Domain Road Po",3141,415,353,2026-05-03T06:36:43.056Z,rental-vic
donald-vic-3480,"Donald",3480,180,180,2026-05-03T06:36:43.056Z,sales-vic
doncaster-heights-vic-3109,"Doncaster Heights",3109,462,393,2026-05-03T06:36:43.056Z,rental-vic
doncaster-vic-3107,"Doncaster",3107,476,450,2026-05-03T06:36:43.056Z,sales-vic
donnybrook-vic-3064,"Donnybrook",3064,381,324,2026-05-03T06:36:43.056Z,sales-vic
don-valley-vic-3139,"Don Valley",3139,355,270,2026-05-03T06:36:43.056Z,rental-vic
dooboobetic-vic-3478,"Dooboobetic",3478,185,92,2026-05-03T06:36:43.056Z,rental-vic
dooen-vic-3401,"Dooen",3401,200,150,2026-05-03T06:36:43.056Z,rental-vic
dookie-vic-3646,"Dookie",3646,200,210,2026-05-03T06:36:43.056Z,rental-vic
doreen-vic-3754,"Doreen",3754,390,397,2026-05-03T06:36:43.056Z,sales-vic
dorodong-vic-3312,"Dorodong",3312,120,100,2026-05-03T06:36:43.056Z,rental-vic
douglas-vic-3401,"Douglas",3401,200,170,2026-05-03T06:36:43.056Z,rental-vic
douglas-vic-3409,"Douglas",3409,180,153,2026-05-03T06:36:43.056Z,rental-vic
doveton-vic-3177,"Doveton",3177,320,320,2026-05-03T06:36:43.056Z,sales-vic
dreeite-south-vic-3249,"Dreeite South",3249,250,213,2026-05-03T06:36:43.056Z,rental-vic
dreeite-vic-3249,"Dreeite",3249,250,350,2026-05-03T06:36:43.056Z,rental-vic
driffield-vic-3840,"Driffield",3840,215,225,2026-05-03T06:36:43.056Z,rental-vic
drik-drik-vic-3304,"Drik Drik",3304,180,160,2026-05-03T06:36:43.056Z,rental-vic
dropmore-vic-3660,"Dropmore",3660,250,213,2026-05-03T06:36:43.056Z,rental-vic
drouin-east-vic-3818,"Drouin East",3818,330,298,2026-05-03T06:36:43.056Z,rental-vic
drouin-south-vic-3818,"Drouin South",3818,330,313,2026-05-03T06:36:43.056Z,rental-vic
drouin-vic-3818,"Drouin",3818,330,330,2026-05-03T06:36:43.056Z,sales-vic
drouin-west-vic-3818,"Drouin West",3818,330,193,2026-05-03T06:36:43.056Z,rental-vic
drumanure-vic-3636,"Drumanure",3636,210,320,2026-05-03T06:36:43.056Z,rental-vic
drumborg-vic-3304,"Drumborg",3304,180,180,2026-05-03T06:36:43.056Z,rental-vic
drumcondra-vic-3215,"Drumcondra",3215,340,331,2026-05-03T06:36:43.056Z,rental-vic
drummartin-vic-3570,"Drummartin",3570,230,100,2026-05-03T06:36:43.056Z,rental-vic
drummond-north-vic-3446,"Drummond North",3446,350,230,2026-05-03T06:36:43.056Z,rental-vic
drummond-vic-3461,"Drummond",3461,305,380,2026-05-03T06:36:43.056Z,rental-vic
drung-vic-3401,"Drung",3401,200,190,2026-05-03T06:36:43.056Z,rental-vic
dry-diggings-vic-3461,"Dry Diggings",3461,305,321,2026-05-03T06:36:43.056Z,rental-vic
drysdale-vic-3222,"Drysdale",3222,375,340,2026-05-03T06:36:43.056Z,sales-vic
duchembegarra-vic-3409,"Duchembegarra",3409,180,153,2026-05-03T06:36:43.056Z,rental-vic
dugays-bridge-vic-3685,"Dugays Bridge",3685,250,213,2026-05-03T06:36:43.056Z,rental-vic
dumbalk-north-vic-3956,"Dumbalk North",3956,265,400,2026-05-03T06:36:43.056Z,rental-vic
dumbalk-vic-3956,"Dumbalk",3956,265,268,2026-05-03T06:36:43.056Z,rental-vic
dumosa-vic-3527,"Dumosa",3527,150,128,2026-05-03T06:36:43.056Z,rental-vic
dunach-vic-3371,"Dunach",3371,190,200,2026-05-03T06:36:43.056Z,rental-vic
dundonnell-vic-3271,"Dundonnell",3271,160,255,2026-05-03T06:36:43.056Z,rental-vic
dunearn-vic-3175,"Dunearn",3175,321,273,2026-05-03T06:36:43.056Z,rental-vic
dunkeld-vic-3294,"Dunkeld",3294,220,187,2026-05-03T06:36:43.056Z,sales-vic
dunkirk-vic-3630,"Dunkirk",3630,270,230,2026-05-03T06:36:43.056Z,rental-vic
dunluce-vic-3472,"Dunluce",3472,192,163,2026-05-03T06:36:43.056Z,rental-vic
dunneworthy-vic-3377,"Dunneworthy",3377,250,160,2026-05-03T06:36:43.056Z,rental-vic
dunnstown-vic-3352,"Dunnstown",3352,322,175,2026-05-03T06:36:43.056Z,rental-vic
dunolly-vic-3472,"Dunolly",3472,192,163,2026-05-03T06:36:43.056Z,rental-vic
dunrobin-vic-3312,"Dunrobin",3312,120,102,2026-05-03T06:36:43.056Z,rental-vic
durdidwarrah-vic-3342,"Durdidwarrah",3342,330,230,2026-05-03T06:36:43.056Z,rental-vic
durham-lead-vic-3352,"Durham Lead",3352,322,412,2026-05-03T06:36:43.056Z,rental-vic
durham-ox-vic-3576,"Durham Ox",3576,115,115,2026-05-03T06:36:43.056Z,rental-vic
dutson-downs-vic-3851,"Dutson Downs",3851,205,174,2026-05-03T06:36:43.056Z,rental-vic
dutson-vic-3851,"Dutson",3851,205,500,2026-05-03T06:36:43.056Z,rental-vic
dutton-way-vic-3305,"Dutton Way",3305,250,210,2026-05-03T06:36:43.056Z,rental-vic
duverney-vic-3323,"Duverney",3323,200,170,2026-05-03T06:36:43.056Z,rental-vic
dysart-vic-3660,"Dysart",3660,250,213,2026-05-03T06:36:43.056Z,rental-vic
eaglehawk-north-vic-3556,"Eaglehawk North",3556,280,238,2026-05-03T06:36:43.056Z,rental-vic
eaglehawk-vic-3556,"Eaglehawk",3556,280,265,2026-05-03T06:36:43.056Z,sales-vic
eaglemont-vic-3084,"Eaglemont",3084,411,453,2026-05-03T06:36:43.056Z,sales-vic
eagle-point-vic-3878,"Eagle Point",3878,310,310,2026-05-03T06:36:43.056Z,sales-vic
earlston-vic-3669,"Earlston",3669,250,213,2026-05-03T06:36:43.056Z,rental-vic
east-bairnsdale-vic-3875,"East Bairnsdale",3875,280,250,2026-05-03T06:36:43.056Z,sales-vic
east-bendigo-vic-3550,"East Bendigo",3550,285,295,2026-05-03T06:36:43.056Z,sales-vic
eastern-view-vic-3231,"Eastern View",3231,350,298,2026-05-03T06:36:43.056Z,rental-vic
east-geelong-vic-3219,"East Geelong",3219,305,350,2026-05-03T06:36:43.056Z,sales-vic
east-sale-raaf-vic-3852,"East Sale Raaf",3852,75,64,2026-05-03T06:36:43.056Z,rental-vic
east-sale-vic-3852,"East Sale",3852,75,75,2026-05-03T06:36:43.056Z,rental-vic
eastville-vic-3463,"Eastville",3463,268,250,2026-05-03T06:36:43.056Z,rental-vic
east-wangaratta-vic-3678,"East Wangaratta",3678,250,231,2026-05-03T06:36:43.056Z,rental-vic
east-warburton-vic-3799,"East Warburton",3799,300,300,2026-05-03T06:36:43.056Z,sales-vic
eastwood-vic-3875,"Eastwood",3875,280,238,2026-05-03T06:36:43.056Z,sales-vic
east-yeoburn-vic-3579,"East Yeoburn",3579,200,170,2026-05-03T06:36:43.056Z,rental-vic
ebden-vic-3691,"Ebden",3691,340,100,2026-05-03T06:36:43.056Z,rental-vic
echuca-east-vic-3564,"Echuca East",3564,285,242,2026-05-03T06:36:43.056Z,rental-vic
echuca-south-vic-3564,"Echuca South",3564,285,242,2026-05-03T06:36:43.056Z,rental-vic
echuca-village-vic-3564,"Echuca Village",3564,285,250,2026-05-03T06:36:43.056Z,rental-vic
echuca-west-vic-3564,"Echuca West",3564,285,350,2026-05-03T06:36:43.056Z,rental-vic
ecklin-south-vic-3265,"Ecklin South",3265,200,200,2026-05-03T06:36:43.056Z,rental-vic
eddington-vic-3472,"Eddington",3472,192,180,2026-05-03T06:36:43.056Z,rental-vic
edenhope-vic-3318,"Edenhope",3318,162,165,2026-05-03T06:36:43.056Z,sales-vic
eden-park-vic-3757,"Eden Park",3757,349,381,2026-05-03T06:36:43.056Z,rental-vic
edgecombe-vic-3444,"Edgecombe",3444,351,298,2026-05-03T06:36:43.056Z,rental-vic
edithvale-vic-3196,"Edithvale",3196,396,429,2026-05-03T06:36:43.056Z,sales-vic
edi-upper-vic-3678,"Edi Upper",3678,250,150,2026-05-03T06:36:43.056Z,rental-vic
edi-vic-3678,"Edi",3678,250,263,2026-05-03T06:36:43.056Z,rental-vic
eganstown-vic-3461,"Eganstown",3461,305,200,2026-05-03T06:36:43.056Z,rental-vic
eildon-vic-3713,"Eildon",3713,250,250,2026-05-03T06:36:43.056Z,sales-vic
elaine-vic-3334,"Elaine",3334,200,166,2026-05-03T06:36:43.056Z,rental-vic
elberton-vic-3478,"Elberton",3478,185,157,2026-05-03T06:36:43.056Z,rental-vic
eldorado-vic-3746,"Eldorado",3746,225,225,2026-05-03T06:36:43.056Z,rental-vic
elevated-plains-vic-3461,"Elevated Plains",3461,305,259,2026-05-03T06:36:43.056Z,rental-vic
elingamite-north-vic-3266,"Elingamite North",3266,220,150,2026-05-03T06:36:43.056Z,rental-vic
elingamite-vic-3266,"Elingamite",3266,220,187,2026-05-03T06:36:43.056Z,rental-vic
elizabeth-island-vic-3921,"Elizabeth Island",3921,346,294,2026-05-03T06:36:43.056Z,rental-vic
ellaswood-vic-3875,"Ellaswood",3875,280,280,2026-05-03T06:36:43.056Z,rental-vic
ellerslie-vic-3265,"Ellerslie",3265,200,170,2026-05-03T06:36:43.056Z,rental-vic
elliminyt-vic-3250,"Elliminyt",3250,260,290,2026-05-03T06:36:43.056Z,sales-vic
ellinbank-vic-3821,"Ellinbank",3821,280,225,2026-05-03T06:36:43.056Z,rental-vic
elmhurst-vic-3469,"Elmhurst",3469,143,97,2026-05-03T06:36:43.056Z,rental-vic
elmore-vic-3558,"Elmore",3558,220,220,2026-05-03T06:36:43.056Z,sales-vic
elphinstone-vic-3448,"Elphinstone",3448,263,224,2026-05-03T06:36:43.056Z,rental-vic
eltham-north-vic-3095,"Eltham North",3095,450,512,2026-05-03T06:36:43.056Z,sales-vic
emerald-vic-3782,"Emerald",3782,383,326,2026-05-03T06:36:43.056Z,sales-vic
emu-creek-vic-3551,"Emu Creek",3551,360,306,2026-05-03T06:36:43.056Z,rental-vic
emu-flat-vic-3522,"Emu Flat",3522,225,191,2026-05-03T06:36:43.056Z,rental-vic
emu-vic-3475,"Emu",3475,178,203,2026-05-03T06:36:43.056Z,rental-vic
enfield-vic-3352,"Enfield",3352,322,274,2026-05-03T06:36:43.056Z,rental-vic
englefield-vic-3407,"Englefield",3407,100,85,2026-05-03T06:36:43.056Z,rental-vic
enochs-point-vic-3723,"Enochs Point",3723,273,232,2026-05-03T06:36:43.056Z,rental-vic
ensay-north-vic-3895,"Ensay North",3895,150,128,2026-05-03T06:36:43.056Z,rental-vic
ensay-vic-3895,"Ensay",3895,150,150,2026-05-03T06:36:43.056Z,rental-vic
eppalock-vic-3551,"Eppalock",3551,360,320,2026-05-03T06:36:43.056Z,rental-vic
epping-dc-vic-3076,"Epping Dc",3076,361,307,2026-05-03T06:36:43.056Z,rental-vic
epsom-vic-3551,"Epsom",3551,360,306,2026-05-03T06:36:43.056Z,sales-vic
ercildoune-vic-3352,"Ercildoune",3352,322,200,2026-05-03T06:36:43.056Z,rental-vic
erica-vic-3825,"Erica",3825,215,203,2026-05-03T06:36:43.056Z,rental-vic
errinundra-vic-3889,"Errinundra",3889,235,200,2026-05-03T06:36:43.056Z,rental-vic
eskdale-vic-3701,"Eskdale",3701,190,162,2026-05-03T06:36:43.056Z,rental-vic
esmond-vic-3730,"Esmond",3730,290,247,2026-05-03T06:36:43.056Z,rental-vic
essendon-fields-vic-3041,"Essendon Fields",3041,391,332,2026-05-03T06:36:43.056Z,rental-vic
essendon-north-vic-3041,"Essendon North",3041,391,360,2026-05-03T06:36:43.056Z,sales-vic
essendon-west-vic-3040,"Essendon West",3040,385,450,2026-05-03T06:36:43.056Z,sales-vic
eumemmerring-vic-3177,"Eumemmerring",3177,320,323,2026-05-03T06:36:43.056Z,sales-vic
eurack-vic-3251,"Eurack",3251,220,200,2026-05-03T06:36:43.056Z,rental-vic
eureka-vic-3350,"Eureka",3350,300,255,2026-05-03T06:36:43.056Z,sales-vic
euroa-vic-3666,"Euroa",3666,250,250,2026-05-03T06:36:43.056Z,sales-vic
eurobin-vic-3739,"Eurobin",3739,225,225,2026-05-03T06:36:43.056Z,rental-vic
evansford-vic-3371,"Evansford",3371,190,180,2026-05-03T06:36:43.056Z,rental-vic
eversley-vic-3377,"Eversley",3377,250,213,2026-05-03T06:36:43.056Z,rental-vic
everton-upper-vic-3678,"Everton Upper",3678,250,270,2026-05-03T06:36:43.056Z,rental-vic
everton-vic-3678,"Everton",3678,250,210,2026-05-03T06:36:43.056Z,rental-vic
exford-vic-3338,"Exford",3338,341,429,2026-05-03T06:36:43.056Z,rental-vic
eynesbury-vic-3338,"Eynesbury",3338,341,380,2026-05-03T06:36:43.056Z,sales-vic
fairbank-vic-3951,"Fairbank",3951,216,184,2026-05-03T06:36:43.056Z,rental-vic
fairhaven-vic-3231,"Fairhaven",3231,350,340,2026-05-03T06:36:43.056Z,sales-vic
fairley-vic-3579,"Fairley",3579,200,170,2026-05-03T06:36:43.056Z,rental-vic
fairy-dell-vic-3561,"Fairy Dell",3561,213,181,2026-05-03T06:36:43.056Z,rental-vic
fairy-dell-vic-3875,"Fairy Dell",3875,280,238,2026-05-03T06:36:43.056Z,rental-vic
falls-creek-vic-3699,"Falls Creek",3699,280,238,2026-05-03T06:36:43.056Z,rental-vic
faraday-vic-3451,"Faraday",3451,305,315,2026-05-03T06:36:43.056Z,rental-vic
fawcett-vic-3714,"Fawcett",3714,250,425,2026-05-03T06:36:43.056Z,rental-vic
fawkner-east-vic-3060,"Fawkner East",3060,376,320,2026-05-03T06:36:43.056Z,rental-vic
fawkner-north-vic-3060,"Fawkner North",3060,376,320,2026-05-03T06:36:43.056Z,rental-vic
fentons-creek-vic-3518,"Fentons Creek",3518,170,145,2026-05-03T06:36:43.056Z,rental-vic
ferguson-vic-3237,"Ferguson",3237,195,166,2026-05-03T06:36:43.056Z,rental-vic
fernbank-vic-3864,"Fernbank",3864,190,200,2026-05-03T06:36:43.056Z,rental-vic
ferndale-vic-3821,"Ferndale",3821,280,238,2026-05-03T06:36:43.056Z,rental-vic
fern-hill-vic-3458,"Fern Hill",3458,350,231,2026-05-03T06:36:43.056Z,rental-vic
fernihurst-vic-3518,"Fernihurst",3518,170,145,2026-05-03T06:36:43.056Z,rental-vic
fernshaw-vic-3778,"Fernshaw",3778,191,162,2026-05-03T06:36:43.056Z,rental-vic
fernvale-vic-3701,"Fernvale",3701,190,162,2026-05-03T06:36:43.056Z,rental-vic
ferny-creek-vic-3786,"Ferny Creek",3786,400,400,2026-05-03T06:36:43.056Z,sales-vic
fieldstone-vic-3024,"Fieldstone",3024,350,298,2026-05-03T06:36:43.056Z,rental-vic
fiery-flat-vic-3518,"Fiery Flat",3518,170,145,2026-05-03T06:36:43.056Z,rental-vic
fingal-vic-3939,"Fingal",3939,350,298,2026-05-03T06:36:43.056Z,sales-vic
fish-creek-vic-3959,"Fish Creek",3959,250,235,2026-05-03T06:36:43.056Z,rental-vic
fish-point-vic-3585,"Fish Point",3585,235,230,2026-05-03T06:36:43.056Z,rental-vic
fiskville-vic-3342,"Fiskville",3342,330,100,2026-05-03T06:36:43.056Z,rental-vic
five-ways-vic-3977,"Five Ways",3977,380,323,2026-05-03T06:36:43.056Z,rental-vic
flaggy-creek-vic-3875,"Flaggy Creek",3875,280,200,2026-05-03T06:36:43.056Z,rental-vic
flagstaff-vic-3465,"Flagstaff",3465,240,235,2026-05-03T06:36:43.056Z,rental-vic
flamingo-beach-vic-3851,"Flamingo Beach",3851,205,174,2026-05-03T06:36:43.056Z,rental-vic
flowerdale-vic-3658,"Flowerdale",3658,310,264,2026-05-03T06:36:43.056Z,rental-vic
flowerdale-vic-3717,"Flowerdale",3717,300,255,2026-05-03T06:36:43.056Z,rental-vic
flynns-creek-vic-3844,"Flynns Creek",3844,277,235,2026-05-03T06:36:43.056Z,rental-vic
flynn-vic-3844,"Flynn",3844,277,235,2026-05-03T06:36:43.056Z,rental-vic
forbes-vic-3764,"Forbes",3764,338,287,2026-05-03T06:36:43.056Z,rental-vic
forge-creek-vic-3875,"Forge Creek",3875,280,220,2026-05-03T06:36:43.056Z,rental-vic
forrest-vic-3236,"Forrest",3236,290,247,2026-05-03T06:36:43.056Z,rental-vic
foster-north-vic-3960,"Foster North",3960,236,385,2026-05-03T06:36:43.056Z,rental-vic
foster-vic-3960,"Foster",3960,236,240,2026-05-03T06:36:43.056Z,sales-vic
fosterville-vic-3557,"Fosterville",3557,245,240,2026-05-03T06:36:43.056Z,rental-vic
fountain-gate-vic-3805,"Fountain Gate",3805,380,323,2026-05-03T06:36:43.056Z,rental-vic
foxhow-vic-3323,"Foxhow",3323,200,170,2026-05-03T06:36:43.056Z,rental-vic
framlingham-east-vic-3265,"Framlingham East",3265,200,150,2026-05-03T06:36:43.056Z,rental-vic
framlingham-vic-3265,"Framlingham",3265,200,140,2026-05-03T06:36:43.056Z,rental-vic
franklinford-vic-3461,"Franklinford",3461,305,500,2026-05-03T06:36:43.056Z,rental-vic
frankston-east-vic-3199,"Frankston East",3199,350,298,2026-05-03T06:36:43.056Z,rental-vic
frankston-heights-vic-3199,"Frankston Heights",3199,350,298,2026-05-03T06:36:43.056Z,rental-vic
frankston-north-vic-3200,"Frankston North",3200,315,315,2026-05-03T06:36:43.056Z,sales-vic
frankston-south-vic-3199,"Frankston South",3199,350,420,2026-05-03T06:36:43.056Z,sales-vic
fraser-rise-vic-3336,"Fraser Rise",3336,421,431,2026-05-03T06:36:43.056Z,sales-vic
freeburgh-vic-3741,"Freeburgh",3741,300,350,2026-05-03T06:36:43.056Z,rental-vic
french-island-vic-3921,"French Island",3921,346,346,2026-05-03T06:36:43.056Z,rental-vic
frenchmans-vic-3384,"Frenchmans",3384,155,132,2026-05-03T06:36:43.056Z,rental-vic
freshwater-creek-vic-3216,"Freshwater Creek",3216,360,300,2026-05-03T06:36:43.056Z,rental-vic
freshwater-creek-vic-3217,"Freshwater Creek",3217,425,300,2026-05-03T06:36:43.056Z,rental-vic
fryerstown-vic-3451,"Fryerstown",3451,305,275,2026-05-03T06:36:43.056Z,rental-vic
fulham-vic-3851,"Fulham",3851,205,174,2026-05-03T06:36:43.056Z,rental-vic
fumina-south-vic-3825,"Fumina South",3825,215,230,2026-05-03T06:36:43.056Z,rental-vic
fumina-vic-3825,"Fumina",3825,215,183,2026-05-03T06:36:43.056Z,rental-vic
fyans-creek-vic-3381,"Fyans Creek",3381,250,175,2026-05-03T06:36:43.056Z,rental-vic
fyansford-vic-3218,"Fyansford",3218,330,485,2026-05-03T06:36:43.056Z,sales-vic
fyansford-vic-3221,"Fyansford",3221,370,485,2026-05-03T06:36:43.056Z,sales-vic
gaffneys-creek-vic-3723,"Gaffneys Creek",3723,273,400,2026-05-03T06:36:43.056Z,rental-vic
gainsborough-vic-3822,"Gainsborough",3822,300,125,2026-05-03T06:36:43.056Z,rental-vic
gannawarra-vic-3568,"Gannawarra",3568,183,100,2026-05-03T06:36:43.056Z,rental-vic
gapsted-vic-3737,"Gapsted",3737,250,256,2026-05-03T06:36:43.056Z,rental-vic
garden-city-vic-3207,"Garden City",3207,540,459,2026-05-03T06:36:43.056Z,sales-vic
gardenvale-vic-3185,"Gardenvale",3185,301,301,2026-05-03T06:36:43.056Z,sales-vic
garfield-north-vic-3814,"Garfield North",3814,330,387,2026-05-03T06:36:43.056Z,rental-vic
garfield-vic-3814,"Garfield",3814,330,330,2026-05-03T06:36:43.056Z,sales-vic
garibaldi-vic-3352,"Garibaldi",3352,322,274,2026-05-03T06:36:43.056Z,rental-vic
garvoc-vic-3265,"Garvoc",3265,200,200,2026-05-03T06:36:43.056Z,rental-vic
gateway-island-vic-3691,"Gateway Island",3691,340,289,2026-05-03T06:36:43.056Z,rental-vic
gatum-vic-3407,"Gatum",3407,100,200,2026-05-03T06:36:43.056Z,rental-vic
gazette-vic-3289,"Gazette",3289,180,200,2026-05-03T06:36:43.056Z,rental-vic
